INVENTORY_ID,JURISDICTION,OWNER_TYPE,OWNER_NAME,STANDARD_TYPE,STANDARD_VERSION,STANDARD_ID,STANDARD_REVISION,STANDARD_MANUAL_NAME,SRC_DATA_FORMAT,PRODUCTION_YEARS,PUBLICATION_DATE,ACQUISITION_DATE,ACQUISITION_TYPE,ACQUISITION_LINKS,CONTACT_INFO,DATA_AVAILABILITY,REDISTRIBUTION,PERMISSION,LICENSE_AGREEMENT,LICENSE_AGREEMENT_URL,PHOTO_YEAR_SRC,PHOTO_YEAR_START,PHOTO_YEAR_END,COMMENT,CAS04_EXPORT_SRC_SCRIPT,CAS04_FILE_LOCATION,CAS02,CAS03,CAS04,CAS05_INITIAL,CAS05_TEMPORAL
BC08,British Columbia,PROV_GOV,BCGOV FOR Forest Analysis and Inventory Branch,"FIP, VRI, I, LVI",,VRI01,,VRI data dictionnary,ESRI_GEODATABASE,2016,6/11/2018,UNKNOWN_VALUE,HTTP,"https://www2.gov.bc.ca/gov/content/industry/forestry/managing-our-forest-resources/forest-inventory/data-management-and-access
https://catalogue.data.gov.bc.ca/dataset/02dba161-fdb7-48ae-a4bb-bd6ef017c36d
https://catalogue.data.gov.bc.ca/dataset/vri-historical-vegetation-resource-inventory-2002-2018-/resource/0f06a158-6bbc-4aae-a81f-4933dbe13dd6
https://pub.data.gov.bc.ca/datasets/02dba161-fdb7-48ae-a4bb-bd6ef017c36d/2016/","Tim Salkeld, BCGOV FOR Forest Analysis and Inventory Branch. Email: Tim.Salkeld@gov.bc.ca . Phone number: 250 387-6736   ",Open access,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1905,2015,Pierre Vernier and Melina Houle think we can use one translation file for the entire FRI. No longer a need to split into different inventories using the INVENTORY_STANDARD_CD field,NOT_APPLICABLE,CASFRI/FRIs/BC/SourceDataset/v.00.05/bc08/VEG_COMP_LYR_R1_POLY.gdb,NO,NO,NO,YES,YES
BC09,British Columbia,PROV_GOV,BCGOV FOR Forest Analysis and Inventory Branch,"FIP, VRI, I, LVI",,VRI01,,VRI data dictionnary,ESRI_GEODATABASE,2018,6/6/2019,8/19/2019,HTTP,"https://www2.gov.bc.ca/gov/content/industry/forestry/managing-our-forest-resources/forest-inventory/data-management-and-access
https://catalogue.data.gov.bc.ca/dataset/02dba161-fdb7-48ae-a4bb-bd6ef017c36d
https://catalogue.data.gov.bc.ca/dataset/vri-historical-vegetation-resource-inventory-2002-2018-/resource/a1928936-3dd4-4189-8c62-ca558574dbba
https://pub.data.gov.bc.ca/datasets/02dba161-fdb7-48ae-a4bb-bd6ef017c36d/2018/","Tim Salkeld, BCGOV FOR Forest Analysis and Inventory Branch. Email: Tim.Salkeld@gov.bc.ca . Phone number: 250 387-6736   ",Open access,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1905,2018,Now includes CANFOR data. Same as BC10 but contains only R1 from BC10.,NOT_APPLICABLE,CASFRI/FRIs/BC/SourceDataset/v.00.05/bc09/VEG_COMP_LYR_R1_POLY.gdb,NO,NO,NO,YES,YES
BC10,British Columbia,PROV_GOV,BCGOV FOR Forest Analysis and Inventory Branch,"FIP, VRI, I, LVI",,VRI01,,VRI data dictionnary,ESRI_GEODATABASE,2018,UNKNOWN_VALUE,5/27/2020,HTTP,"https://www2.gov.bc.ca/gov/content/industry/forestry/managing-our-forest-resources/forest-inventory/data-management-and-access
https://catalogue.data.gov.bc.ca/dataset/02dba161-fdb7-48ae-a4bb-bd6ef017c36d
https://catalogue.data.gov.bc.ca/dataset/vri-historical-vegetation-resource-inventory-2002-2018-/resource/a1928936-3dd4-4189-8c62-ca558574dbba
https://pub.data.gov.bc.ca/datasets/02dba161-fdb7-48ae-a4bb-bd6ef017c36d/2018/","Edward Fong, BCGOV FOR Forest Analysis and Inventory Branch. Email: Edward.Fong@gov.bc.ca . Phone number: 778 974-2638   ",Open access,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,https://www2.gov.bc.ca/gov/content/data/open-data/open-government-licence-bc,VALUE_PER_STAND,1905,2018,"Now includes CANFOR data. Same sa BC09 but contains L1, L2 and D layers instead.",NOT_APPLICABLE,CASFRI/FRIs/BC/SourceDataset/v.00.05/bc10/VEG_COMP_LYR_R1_POLY.gdb,NO,NO,NO,YES,YES
BC11,British Columbia,PROV_GOV,BCGOV FOR Forest Analysis and Inventory Branch,"FIP, VRI, I, LVI",,VRI01,,VRI data dictionnary,ESRI_GEODATABASE,2019,19/2/2020,7/9/2020,HTTP,"https://www2.gov.bc.ca/gov/content/industry/forestry/managing-our-forest-resources/forest-inventory/data-management-and-access
https://catalogue.data.gov.bc.ca/dataset/e5bf92e9-3323-4eb6-b051-7fe89b5174a9
https://catalogue.data.gov.bc.ca/dataset/0078a6f3-f7c7-4bc7-a513-e39b01d8f35c","Edward Fong, BCGOV FOR Forest Analysis and Inventory Branch. Email: Edward.Fong@gov.bc.ca . Phone number: 778 974-2639",Open access,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,https://www2.gov.bc.ca/gov/content/data/open-data/open-government-licence-bc,VALUE_PER_STAND,-8886,-8886,Now includes CANFOR data,NOT_APPLICABLE,D:/FRIs/BC/BC11/data/inventory/VEG_COMP_LYR_??_POLY.gdb,NO,NO,NO,YES,YES
BC12,British Columbia,PROV_GOV,BCGOV FOR Forest Analysis and Inventory Branch,"FIP, VRI, I, LVI",,VRI01,,VRI data dictionnary,ESRI_GEODATABASE,2017,19/2/2020,7/9/2020,HTTP,"https://www2.gov.bc.ca/gov/content/industry/forestry/managing-our-forest-resources/forest-inventory/data-management-and-access
https://catalogue.data.gov.bc.ca/dataset/02dba161-fdb7-48ae-a4bb-bd6ef017c36d
https://catalogue.data.gov.bc.ca/dataset/vri-historical-vegetation-resource-inventory-2002-2018-/resource/b4a24972-e043-4f7b-92d0-8bef44c32893
https://pub.data.gov.bc.ca/datasets/02dba161-fdb7-48ae-a4bb-bd6ef017c36d/2017/","Edward Fong, BCGOV FOR Forest Analysis and Inventory Branch. Email: Edward.Fong@gov.bc.ca . Phone number: 778 974-2640",Open access,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,https://www2.gov.bc.ca/gov/content/data/open-data/open-government-licence-bc,VALUE_PER_STAND,-8886,-8886,Now includes CANFOR data,NOT_APPLICABLE,D:/FRIs/BC/BC12/data/inventory/VEG_COMP_LYR_??_POLY.gdb,NO,NO,NO,YES,YES
BC13,British Columbia,PROV_GOV,BCGOV FOR Forest Analysis and Inventory Branch,"FIP, VRI, I, LVI",,VRI01,,VRI data dictionnary,ESRI_GEODATABASE,2016,19/2/2020,7/9/2020,HTTP,"https://www2.gov.bc.ca/gov/content/industry/forestry/managing-our-forest-resources/forest-inventory/data-management-and-access
https://catalogue.data.gov.bc.ca/dataset/02dba161-fdb7-48ae-a4bb-bd6ef017c36d
https://catalogue.data.gov.bc.ca/dataset/vri-historical-vegetation-resource-inventory-2002-2018-/resource/0f06a158-6bbc-4aae-a81f-4933dbe13dd6
https://pub.data.gov.bc.ca/datasets/02dba161-fdb7-48ae-a4bb-bd6ef017c36d/2016/","Edward Fong, BCGOV FOR Forest Analysis and Inventory Branch. Email: Edward.Fong@gov.bc.ca . Phone number: 778 974-2641",Open access,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,https://www2.gov.bc.ca/gov/content/data/open-data/open-government-licence-bc,VALUE_PER_STAND,1905,2015,Now includes CANFOR data,NOT_APPLICABLE,D:/FRIs/BC/BC13/data/inventory/VEG_COMP_LYR_??_POLY.gdb,NO,NO,NO,YES,YES
MB01,Manitoba,INDUSTRY,Tembec,PRE97,,PRE01,,Tembec manual 1.3 1996_97,SHAPEFILE,UNKNOWN_VALUE,UNKNOWN_VALUE,4/22/2008,FTP,UNKNOWN_VALUE,"James Boyd or Vince Keenan, Divisional Forested, Tembec Industries Inc. Pine Falls Operations. Box 10, Pine Falls, Mb, R0E 1M0. Phone: 204 367-5224. Email: vince.keenantembec.com. Web Page: www.tembec-frm-manitoba.ca",Direct contact,OPEN_FOR_BEACON_AND_BAM_PROJECTS,RESTRICTED_BAM_BEACON,EMAIL_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1997,1997,The inventory was given by the province following the agreement with the forest compagny.,Export_MBtembec01_V4.py,CASFRI/FRIs/MB/SourceDataset/v.00.04/Tembec/fml1_fri97.shp,YES,YES,YES,YES,YES
MB02,Manitoba,INDUSTRY,LouisianaPacific,FLI,,FLI01,,FLI Users Guide,e00,UNKNOWN_VALUE,UNKNOWN_VALUE,8/10/2008,DVD,NOT_APPLICABLE,Donna Kopecky. District Biologist. Louisiana Pacific Corporation. Swan Valley Forest Resources Division. Phone: 1-888-433-4672. Email:Donna.Kopecky@lpcorp.com. Web Page: www.swanvalleyforest.ca or www.lpcorp.co,Direct contact,REQUIRES_AGREEMENT,RESTRICTED_BAM,LICENSE_AGREEMENT,NOT_APPLICABLE,GLOBAL_INVENTORY,1998,1998,,Export_MBLP01_V4.py,CASFRI/FRIs/MB/SourceDataset/NONGOV/LouisianaPacific/Duck_mountain.e00,YES,YES,YES,YES,YES
MB03,Manitoba,PROV_GOV,"Manitoba Government, Conservation and Water Stewardship,Forestry Branch",FRI,,FRI01,,FRI manuals,SHAPEFILE,UNKNOWN_VALUE,UNKNOWN_VALUE,2088,DVD,NOT_APPLICABLE,"James Boyd, Inventory Forester. Manitoba Conservation. 200 Saulteaux Crescent. Winnipeg, Mb. Phone :204 945-7951. Email: james.boyd2@gov.mb.ca",Direct contact,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,SPATIAL_JOIN,1969,2001,Not used in CASFRI v4. A new version of Manitoba Gov forest inventory is available since 2013-03-03,NOT_APPLICABLE,,YES,YES,NO,NO,YES
MB04,Manitoba,INDUSTRY (Porcupine Mountain),PorcupineBranch (LP),FLI,,FLI01,,FLI Users Guide,e00,UNKNOWN_VALUE,UNKNOWN_VALUE,8/10/2008,DVD,NOT_APPLICABLE,Donna Kopecky. District Biologist. Louisiana Pacific Corporation. Swan Valley Forest Resources Division. Phone: 1-888-433-4672. Email:Donna.Kopecky@lpcorp.com. Web Page: www.swanvalleyforest.ca or www.lpcorp.co,Direct contact,REQUIRES_AGREEMENT,RESTRICTED_BAM,LICENSE_AGREEMENT,NOT_APPLICABLE,GLOBAL_INVENTORY,2000,2000,,Export_MBLP01_V4.py,CASFRI/FRIs/MB/SourceDataset/NONGOV/LouisianaPacific/Porc_mountain.e00,YES,YES,YES,YES,YES
MB05,Manitoba,PROV_GOV,"Manitoba Government, Conservation and Water Stewardship,Forestry Branch",FRI,,FRI01,,FRI manuals,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,summer 2012,DVD,NOT_APPLICABLE,"James Boyd, Inventory Forester. Manitoba Conservation. 200 Saulteaux Crescent. Winnipeg, Mb. Phone :204 945-7951. Email: james.boyd2@gov.mb.ca",Direct contact,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1969,2001,,Export_MBgov01_V4.py,CASFRI/FRIs/MB/SourceDataset/v.00.04/GOV/MFAGeodatabase.gdb,NO,NO,YES,YES,YES
MB06,Manitoba,PROV_GOV,"Manitoba Government, Conservation and Water Stewardship,Forestry Branch",FLI,,FLI01,,FLI Users Guide,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,summer 2012,DVD,NOT_APPLICABLE,"James Boyd, Inventory Forester. Manitoba Conservation. 200 Saulteaux Crescent. Winnipeg, Mb. Phone :204 945-7951. Email: james.boyd2@gov.mb.ca",Direct contact,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1969,2001,,Export_MBgov01_V4.py,CASFRI/FRIs/MB/SourceDataset/v.00.04/GOV/MFAGeodatabase.gdb,NO,NO,YES,YES,YES
MB07,Manitoba,INDUSTRY,High Rock,FLI,,FLI01,,FLI Users Guide,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,8/13/2013,UNKNOWN_VALUE,UNKNOWN_VALUE,"Tony Viveiros, GISP. GIS Database Manager, Conservation and Water Stewardship. Forestry Branch/GeoManitoba. Box 70 - 200 Saulteaux crescent, Winnipeg, MB, R3J 3W3. Phone: 204-806-5848, Email: antonio.viveiros@gov.mb.ca",Direct contact,NOT_SPECIFIED,NOT_SPECIFIED,UNKNOWN_VALUE,NOT_APPLICABLE,VALUE_PER_STAND,2007,2009,,Export_MBHR_V4.py,CASFRI/FRIs/MB/SourceDataset/v.00.04/HighRock/LCV_MB_FLI_HIGHROCK_20072009.gdb,NO,NO,YES,YES,YES
NB01,New Brunswick,PROV_GOV,New Brunswick Natural Resources,,With Revisions,NBI01,With Revisions,NB Natural Resource data dictionary,SHAPEFILE,UNKNOWN_VALUE,UNKNOWN_VALUE,3/21/2012,FTP,UNKNOWN_VALUE,"Gisele Gaudet, Natural resources. Phone: 506 453-2183. email: gisele.gaudet@gnb.ca",Adminitsration process,REQUIRES_AGREEMENT,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1981,2010,"NB inventory comes from 3 sources: DNR (Gagetown), federal parks and provincial inventory. ",Export_NB01_V4.py,CASFRI/FRIs/NB/SourceDataset/v.00.03-v.00.04,NO,NO,YES,YES,YES
NB02,New Brunswick,PROV_GOV,New Brunswick Natural Resources,,,NBI01,With Revisions,NB Natural Resource data dictionary,ESRI_GEODATABASE,UNKNOWN_VALUE,4/23/2019,8/19/2019,HTTP,http://www.snb.ca/geonb1/e/DC/catalogue-E.asp,"Gisele Gaudet, Natural resources. Phone: 506 453-2183. email: gisele.gaudet@gnb.ca",Adminitsration process,REQUIRES_AGREEMENT,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,-8886,-8886,,NOT_APPLICABLE,CASFRI/FRIs/NB/SourceDataset/v.00.04/nb01/geonb_forest-foret.gdb,NO,NO,,YES,YES
NL01,Newfoundland and Labrador,PROV_GOV ,Newfoundland/Labrador Department of Natural Resources,Forest Inventory,With Revisions,NLI01,With Revisions,NL Data Dictionary,ESRI_COVERAGE,UNKNOWN_VALUE,UNKNOWN_VALUE,8/12/2009,DVD,NOT_APPLICABLE,"Scott Payne, Department of Natural Resources, P.O. Box 2006, Fortis Building, 4 Herald Avenue, Corner Brook, NL. A2H 6J8. Phone: (709) 637-2353. Fax: (709) 634-4378. E-mail: sepayne@gov.nl.ca",Direct contact,OPEN_FOR_BEACON_AND_BAM_PROJECTS,RESTRICTED,EMAIL_AGREEMENT,NOT_APPLICABLE,SPATIAL_JOIN,1978,2006,,Export_NL01_V4.py,CASFRI/FRIs/NL/SourceDataset/v.00.04,YES,YES,YES,YES,YES
NS01,Nova Scotia,PROV_GOV,Nova Scotia Department of Natural Resources,Forest Inventory,,NSI01,,Forest inventory manual,SHAPEFILE,UNKNOWN_VALUE,UNKNOWN_VALUE,1/27/2012,HTTP,http://novascotia.ca/natr/forestry/gis/licence.asp?url=downloads.asp,"Data Distributor, P.O. Box 68 Truro, N.S. B2N 5B8. Telephone: 902-893-5655. Fax: 902-893-6102. E-Mail: turnerca@gov.ns.ca",Open access,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1988,2006,Not used in CASFRI v4.,,CASFRI/FRIs/NS/SourceDataset/v.00.03/NS_FRI.shp,YES,YES,NO,NO,YES
NS02,Nova Scotia,PROV_GOV ,Nova Scotia Department of Natural Resources,Forest Inventory,,NSI01,,UNKNOWN_VALUE,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,10/17/2014,HTTP,http://novascotia.ca/natr/forestry/gis/forest-inventory.asp,"Data Distributor, P.O. Box 68 Truro, N.S. B2N 5B8. Telephone: 902-893-5655. Fax: 902-893-6102. E-Mail: turnerca@gov.ns.ca",Open access,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1988,2008,,Export_NS01_V4.py,CASFRI/FRIs/NS/SourceDataset/v.00.04,NO,NO,YES,NO,YES
NS03,Nova Scotia,PROV_GOV ,Nova Scotia Department of Natural Resources,Forest Inventory,,NSI01,,Forest Inventory - Current Forest Data (Web Version- 2016),SHAPEFILE,UNKNOWN_VALUE,UNKNOWN_VALUE,5/27/2020,HTTP,https://novascotia.ca/natr/forestry/gis/dl_forestry.asp,,Open access,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,-8886,-8886,"Cycle 3. This version of the forest inventory is a combination of Interpretation Cycles 2 and 3 with additional updates based on satellite imagery and field data. This data is dynamic and different areas of the province are in different stages of completion. This version of data is updated as work in individual counties is completed. Photography years: 1995-Present. Cape Breton, Richmond, Inverness and Victoria counties updated June 2015. All counties now contain VOLUME, BASAL AREA and AVERAGE DIAMETER attribute data. Please refer to the metadata for more information.",NOT_APPLICABLE,,NO,NO,NO,YES,YES
NT01,Northwest Territories,TERRITORY,"Government of Northwestern Territories, Environment and Natural Resources, Forest Managment Division",NWTFVI,3,FVI01,,FVI manual v3.0,SHAPEFILE,UNKNOWN_VALUE,UNKNOWN_VALUE,3/18/2008,EMAIL,NOT_APPLICABLE,"Lisa Smith, Inventory and Analysis Forester Forest Resources, Forest Management Division Department of Environment and Natural Resources Government of the NWT Box 4354, Lot 173 Hay River, Reserve Hay River, NT, X0E 1G3. Tel: (867) 874-2009. Fax: (867) 874-6236. email: Lisa_Smith@gov.nt.ca",Direct contact,REQUIRES_AGREEMENT,RESTRICTED,EXPIRED,NOT_APPLICABLE,GLOBAL_INVENTORY,1960,2003,Not used in CASFRI v4.,NOT_APPLICABLE,CASFRI/FRIs/NT/SourceDataset/v.00.03,YES,YES,NO,NO,YES
NT02,Northwest Territories,TERRITORY,"Government of Northwestern Territories, Environment and Natural Resources, Forest Managment Division",NWTFVI,3,FVI01,,FVI manual v3.0,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,3/6/2015,TEMPORARY_HTTP,UNKNOWN_VALUE,"Tom Lakusta, Manager, Forest Resources. Forest Management Division, Environment and Natural Resources. Government of the Northwest Territories. Box 4354, #173 Hay River Dene Reserve, Hay River, NT, X0E 1G3. Tel: 867-874-2009. E-mail: tom_lakusta@gov.nt.ca",Direct contact,REQUIRES_AGREEMENT,RESTRICTED,UNKNOWN_VALUE,NOT_APPLICABLE,RELATIONAL_JOIN,1960,2011,,NT01_V4.py,CASFRI/FRIs/NT/SourceDataset/v.00.04/NT_FORCOV.gdb,NO,NO,YES,YES,YES
ON01,Ontario,PROV_GOV,Ontario Ministry of Natural Resources,FRI-FIM,FIM1,FIM01,,FIM technical specifications,"ACCESS_DATABASE, SHAPEFILE",UNKNOWN_VALUE,UNKNOWN_VALUE,9/20/2009,DVD,NOT_APPLICABLE,Larry Watkins. Email: larry.watkins@ontario.ca,Adminitsration process,REQUIRES_AGREEMENT,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1957,2009,The license is filled but not sign,ON01_V4.py,CASFRI/FRIs/ON/SourceDataset/v.00.03-v.00.04,YES,YES,YES,NO,YES
ON02,Ontario,PROV_GOV,,,FIM,FIM02,,UNKNOWN_VALUE,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,"April 15,2018",HTTP,https://www.javacoeapp.lrc.gov.on.ca/geonetwork/srv/fr/metadata.show?id=1317&currTab=distribution,UNKNOWN_VALUE,UNKNOWN_VALUE,UNKNOWN_VALUE,UNKNOWN_VALUE,UNKNOWN_VALUE,NOT_APPLICABLE,VALUE_PER_STAND,-8886,-8886,Not used in CASFRI v4,no script yet,CASFRI/FRIs/ON/SourceDataset/v5/ON_FRI_forest.gdb,NO,NO,NO,YES,YES
PC01,Prince Albert National Park,FED_GOV,Park Canada,,,PCA01,,PANP Code interpretations,ESRI_COVERAGE,UNKNOWN_VALUE,UNKNOWN_VALUE,09-Sep,UNKNOWN_VALUE,NOT_APPLICABLE,Jeff Wier (jeff.wier@pc.gc.ca),Direct contact,NOT_SPECIFIED,UNKNOWN_VALUE,UNKNOWN_VALUE,NOT_APPLICABLE,GLOBAL_INVENTORY,1968,1968,Came from the government of Saskatchewan,Export_PANP01_V4.py,CASFRI/FRIs/PC/SourceDataset/v.00.03-v.00.04/PANP/fpoly,YES,YES,YES,YES,YES
PC02,WoodBuffalo National Park,FED_GOV,Park Canada,,,PCA02,,WBNPBiophysical dictionnary,SHAPEFILE,UNKNOWN_VALUE,UNKNOWN_VALUE,4/21/2008,EMAIL,NOT_APPLICABLE,"Dawn Andrews. Ecosystem Geomatic Technician. Southwestern NWT Field unit. Park Canada Box 750 - 149 McDougal Rd, Fort Smith, NWT, X0E 0P0. email: Dawn.Andrews@pc.gc.ca. Phone: 867 872-7936",Direct contact,NOT_SPECIFIED,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,GLOBAL_INVENTORY,1975,1979,,Export_WBNP01_V4.py,CASFRI/FRIs/PC/SourceDataset/v.00.03-v.00.04/WBNP/WBNP_biophysical.shp,YES,YES,YES,YES,YES
PE01,Prince Edward Island,PROV_GOV,"PEI Department of Environment, Energy & Forestry",FI,1990,PEI01,,PE Documentations,SHAPEFILE,UNKNOWN_VALUE,UNKNOWN_VALUE,2/7/2012,HTTP,http://www.gov.pe.ca/gis/index.php3?number=77555&lang=E,"PEI Dept of Environment, Energy & Forestry, Forests, Fish & Wildlife Division, c/o Mary Lynn McCourt, GIS Supervisor, PO Box 2000, Charlottetown, PEI C1A 7N8, Canada. Phone: 902 569-7598 . FAX:902-368-4713. email:mlmccourt@gov.pe.ca",Open access,REQUIRES_AGREEMENT,RESTRICTED ,LICENSE_AGREEMENT,NOT_APPLICABLE,GLOBAL_INVENTORY,1990,1990,Historical data were also downloaded but not integrated in CASFRI. Note this 1990 is now available from http://www.gov.pe.ca/gis/index.php3?number=1012857&lang=E which is where we got it for CAS05.,Export_PE01_V4.py,CASFRI/FRIs/PE/SourceDataset/v.00.03-v.00.04/1990_ForestInventory.shp,NO,YES,YES,YES,YES
QC01,Quebec,PROV_GOV,Ministere des Ressources Naturelles et de la Faune,INITIALE,3rd,INI03,,Norme-cartographie-ecoforestiere 2009,SHAPEFILE,UNKNOWN_VALUE,UNKNOWN_VALUE,6/26/2008,FTP,UNKNOWN_VALUE,"Maxime Drouin, MRNF geomatic technologist, Jean-Pierre Saucier and Robert Jobidon. Direction des inventaires forestiers. Ministere des Ressources naturelles et de la Faune. 880 chemin Ste-Foy, Quebec, Qc G1S 4X4. Phone (418) 627-8669 poste 4279. Email: jean.pierre.saucier@mrnf.gouv.qc.ca.  Robert.Jobidon@mrnf.gouv.qc.ca",Adminitsration process,REQUIRES_AGREEMENT,RESTRICTED,EXPIRED,NOT_APPLICABLE,SPATIAL_JOIN,1990,2001,Not used in CASFRI v4.,NOT_APPLICABLE,CASFRI/FRIs/QC/SourceDataset/v.00.01-v.00.02-v.00.03,YES,YES,NO,NO,YES
QC02,Quebec,PROV_GOV,Ministere des Ressources Naturelles et de la Faune,"INITIALE, NAIPF",3rd - 4th,IPF04,,Normes de stratification ecoforestiere 2013,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,1/23/2013,DVD,Stefano Biondo,Stefano Biondo. Specialiste en ressources documentaires. Bibliotheque Sciendes humaines et sociales. Universite Laval. Phone: 418 656-2131 ext: 11591,Adminitsration process,REQUIRES_AGREEMENT,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,SPATIAL_JOIN,1990,2009,"This version is a mixed of ""Carte ecoforestiere du 4e decennal"" and  ""Carte ecoforestiere du 3e decennal"". See column no_prog. ",Export_QC4inv01_V4.py,CASFRI/FRIs/QC/SourceDataset/v.00.04,NO,NO,YES,NO,YES
QC03,Quebec,PROV_GOV,Ministere des Ressources Naturelles et de la Faune,"INITIALE, NAIPF, AIPF",3rd - 4th - 5th,IPF05,,Normes de stratification ecoforestiere 2017,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,8/9/2018,HTTP,https://www.donneesquebec.ca/recherche/fr/dataset/carte-ecoforestiere-avec-perturbations,"Ministere des Forets, de la Faune et des Parcs",Open Access,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,UNKNOWN_VALUE,NOT_APPLICABLE,VALUE_PER_STAND,1975,2018,"This version is a mixed of ""Carte ecoforestiere du 3e, 4e and 5e decennal"". See column no_prog. ",NOT_APPLICABLE,CASFRI/FRIs/QC/SourceDataset/v.00.05/CARTE_ECO_MAJ_PROV_10.gdb,NO,NO,NO,YES,YES
SK01,Saskatchewan,PROV_GOV,Saskatchewan Ministry of Environment,UTM,,UTM01,,SK UTM Data dictionary,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,8/12/2009,EMAIL,NOT_APPLICABLE,"Xianhua Kong, A / Inventory Forester, Forest Service, Saskatchewan Ministry of Environment, PO Box 3003, PRINCE ALBERT, SK, S6V 6G1. Phone: 306-953-2458. Fax: 306-953-2360. Email: xianhua.kong@gov.sk.ca",Direct contact,OPEN_FOR_BEACON_AND_BAM_PROJECTS,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1985,2001,"Xianhua Kong asked us in his email ""SASK FVI request"" written in 2009-08-12 to keep the inventory for internal use only. No license has been sign.",Export_SFVI01_V4.py,CASFRI/FRIs/SK/SourceDataset/v.00.04/UTM/UTM.gbd,YES,YES,YES,YES,YES
SK02,Saskatchewan,PROV_GOV,Saskatchewan Ministry of Environment - Island Forest,SFVI,,SFV01,,SK UTM Data dictionary,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,7/8/2014,TEMPORARY_HTTP,UNKNOWN_VALUE,"Thomas Gowen. Government of Saskatchewan, Resource Data Technician, Forest Service, Ministry of Environment. PO Box 3003, Prince Albert, Canada, S6V 6G1. Phone: 306-953-2319",Direct contact,NOT_SPECIFIED,UNKNOWN,UNKNOWN_VALUE,NOT_APPLICABLE,RELATIONAL_JOIN,2004,2012,,Export_SFVI01_V4.py,CASFRI/FRIs/SK/SourceDataset/v.00.04/SFVI/SFVI_Island_Forest.gdb,NO,NO,YES,YES,YES
SK03,Saskatchewan,PROV_GOV,Saskatchewan Ministry of Environment - Meadow Lake provincial park,SFVI,,SFV01,,SK UTM Data dictionary,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,7/8/2014,TEMPORARY_HTTP,UNKNOWN_VALUE,"Thomas Gowen. Government of Saskatchewan, Resource Data Technician, Forest Service, Ministry of Environment. PO Box 3003, Prince Albert, Canada, S6V 6G1. Phone: 306-953-2319",Direct contact,NOT_SPECIFIED,UNKNOWN,UNKNOWN_VALUE,NOT_APPLICABLE,RELATIONAL_JOIN,2008,2008,,Export_SFVI01_V4.py,CASFRI/FRIs/SK/SourceDataset/v.00.04/SFVI/SFVI_Meadow_Lake_Provincial_Park.gdb,NO,NO,YES,YES,YES
