INVENTORY_ID,JURISDICTION,OWNER_TYPE,OWNER_NAME,PRECEDENCE_RANK,STANDARD_TYPE,STANDARD_VERSION,STANDARD_ID,STANDARD_REVISION,DOCUMENTATION_TITLES,SRC_DATA_FORMAT,PRODUCTION_YEARS,PUBLICATION_DATE,ACQUISITION_PERSON,ACQUISITION_DATE,ACQUISITION_TYPE,ACQUISITION_LINKS,CONTACT_INFO,DATA_AVAILABILITY,REDISTRIBUTION,PERMISSION,LICENSE_AGREEMENT,LICENSE_AGREEMENT_URL,PHOTO_YEAR_SRC,PHOTO_YEAR_START,PHOTO_YEAR_END,TRANSLATED_BY_ULAVAL,TRANSLATED_BY_CFS,TRANSLATED_BY_CUSTOM,CONVERTED_STAND_CNT,CAS_ROW_CNT,DST_ROW_CNT,ECO_ROW_CNT,LYR_ROW_CNT,NFL_ROW_CNT,GEO_ROW_CNT,COMMENT
BC03,British Columbia,PROV_GOV,BCGOV FOR Forest Analysis and Inventory Branch,3,I,UNKNOWN_VALUE,BCI01,UNKNOWN_VALUE,UNKNOWN_VALUE,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,5/14/2012,HTTP,https://catalogue.data.gov.bc.ca/dataset/vri-historical-vegetation-resource-inventory-2002-2018-,"Tim Salkeld, BCGOV FOR Forest Analysis and Inventory Branch. Email: Tim.Salkeld@gov.bc.ca . Phone number: 250 387-6736   ",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,-8886,-8886,NO,NO,NO,0,0,0,0,0,0,0,Not used in CASFRI v3.  UNKNOWN_VALUE standard
BC04,British Columbia,PROV_GOV,BCGOV FOR Forest Analysis and Inventory Branch,4,"FIP, VRI, I",UNKNOWN_VALUE,VRI01,UNKNOWN_VALUE,FIP  and VRI data dictionnary,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,5/27/2014,HTTP,https://catalogue.data.gov.bc.ca/dataset/vri-historical-vegetation-resource-inventory-2002-2018-,"Tim Salkeld, BCGOV FOR Forest Analysis and Inventory Branch. Email: Tim.Salkeld@gov.bc.ca . Phone number: 250 387-6736   ",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1953,2011,YES,NO,NO,4431314,4431314,1021697,66610,3828781,1847902,4431314,"A VRI_FIP equivalent tables are found in the same folder than the documentation. This inventory only include layer 1. BC04 included all V, F,I standard"
BC05,British Columbia,PROV_GOV,BCGOV FOR Forest Analysis and Inventory Branch,5,VRI,UNKNOWN_VALUE,VRI01,UNKNOWN_VALUE,VRI data dictionnary,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,5/27/2014,HTTP,https://catalogue.data.gov.bc.ca/dataset/vri-historical-vegetation-resource-inventory-2002-2018-,"Tim Salkeld, BCGOV FOR Forest Analysis and Inventory Branch. Email: Tim.Salkeld@gov.bc.ca . Phone number: 250 387-6736   ",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1955,2011,NO,NO,NO,0,0,0,0,0,0,0,This inventory used to be the VRI subset of CASFRI/FRIs/BC/SourceDataset/v.00.04/BCGOV/VEG_COMP_LYR_R1_POLY.gdb. It is now translated in BC04.  
BC06,British Columbia,PROV_GOV,BCGOV FOR Forest Analysis and Inventory Branch,6,I,UNKNOWN_VALUE,BCI01,UNKNOWN_VALUE,UNKNOWN_VALUE,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,5/27/2014,HTTP,https://catalogue.data.gov.bc.ca/dataset/vri-historical-vegetation-resource-inventory-2002-2018-,"Tim Salkeld, BCGOV FOR Forest Analysis and Inventory Branch. Email: Tim.Salkeld@gov.bc.ca . Phone number: 250 387-6736   ",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,UNKNOWN_VALUE,-8886,-8886,NO,NO,NO,0,0,0,0,0,0,0,"This inventory used to be the subset of CASFRI/FRIs/BC/SourceDataset/v.00.04/BCGOV/VEG_COMP_LYR_R1_POLY.gdb where INV_STANDARD = ""I"". It is now translated in BC04.  "
BC07,British Columbia,INDUSTRY,CANFOR,7,VRI,UNKNOWN_VALUE,VRI01,UNKNOWN_VALUE,VRI data dictionnary,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,4/15/2014,FTP,UNKNOWN_VALUE,"Carol Norris or Don Rosen, Forestry Operations Supervisor, Canadian Forest Products Ltd. - Chetwynd. Email: don.rosen@canfor.com, Phone: 250-788-4304 ",DIRECT_CONTACT,REQUIRES_AGREEMENT,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,GLOBAL_INVENTORY,1993,1998,NO,NO,NO,0,0,0,0,0,0,0,"PHOTO_YEAR was provided by  Carol Norris: ""I had a quick look through the airphotos we have here and found many dated Aug 1993/Aug 1994, and another batch labelled TFL 48 Phase II Sampling 1998"""
BC08,British Columbia,PROV_GOV,BCGOV FOR Forest Analysis and Inventory Branch,8,"FIP, VRI, I, LVI",UNKNOWN_VALUE,VRI01,UNKNOWN_VALUE,VRI data dictionnary,ESRI_GEODATABASE,2016,19/02/2020,,07/09/2020,HTTP,"https://www2.gov.bc.ca/gov/content/industry/forestry/managing-our-forest-resources/forest-inventory/data-management-and-access
https://catalogue.data.gov.bc.ca/dataset/02dba161-fdb7-48ae-a4bb-bd6ef017c36d
https://catalogue.data.gov.bc.ca/dataset/vri-historical-vegetation-resource-inventory-2002-2018-/resource/0f06a158-6bbc-4aae-a81f-4933dbe13dd6
https://pub.data.gov.bc.ca/datasets/02dba161-fdb7-48ae-a4bb-bd6ef017c36d/2016/","Edward Fong, BCGOV FOR Forest Analysis and Inventory Branch. Email: Edward.Fong@gov.bc.ca . Phone number: 778 974-2641",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,https://www2.gov.bc.ca/gov/content/data/open-data/open-government-licence-bc,VALUE_PER_STAND,1905,2015,YES,YES,NO,4677411,4677411,1142604,66837,4272025,1972671,4677411,Now includes CANFOR data. Originally BC08 used R1 data. BC later made the full dataset available. We replaced the R1 data with the full dataset and updated this row to reflect the download of the full dataset.
BC09,British Columbia,PROV_GOV,BCGOV FOR Forest Analysis and Inventory Branch,9,"FIP, VRI, I, LVI",UNKNOWN_VALUE,VRI01,UNKNOWN_VALUE,VRI data dictionnary,ESRI_GEODATABASE,2018,06/06/2019,,8/19/2019,HTTP,"https://www2.gov.bc.ca/gov/content/industry/forestry/managing-our-forest-resources/forest-inventory/data-management-and-access
https://catalogue.data.gov.bc.ca/dataset/02dba161-fdb7-48ae-a4bb-bd6ef017c36d
https://catalogue.data.gov.bc.ca/dataset/vri-historical-vegetation-resource-inventory-2002-2018-/resource/a1928936-3dd4-4189-8c62-ca558574dbba
https://pub.data.gov.bc.ca/datasets/02dba161-fdb7-48ae-a4bb-bd6ef017c36d/2018/","Tim Salkeld, BCGOV FOR Forest Analysis and Inventory Branch. Email: Tim.Salkeld@gov.bc.ca . Phone number: 250 387-6736   ",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1905,2018,NO,NO,NO,0,0,0,0,0,0,0,Now includes CANFOR data. Same as BC10 but contains only R1 from BC10.
BC10,British Columbia,PROV_GOV,BCGOV FOR Forest Analysis and Inventory Branch,10,"FIP, VRI, I, LVI",UNKNOWN_VALUE,VRI01,UNKNOWN_VALUE,VRI data dictionnary,ESRI_GEODATABASE,2018,UNKNOWN_VALUE,,5/27/2020,HTTP,"https://www2.gov.bc.ca/gov/content/industry/forestry/managing-our-forest-resources/forest-inventory/data-management-and-access
https://catalogue.data.gov.bc.ca/dataset/02dba161-fdb7-48ae-a4bb-bd6ef017c36d
https://catalogue.data.gov.bc.ca/dataset/vri-historical-vegetation-resource-inventory-2002-2018-/resource/a1928936-3dd4-4189-8c62-ca558574dbba
https://pub.data.gov.bc.ca/datasets/02dba161-fdb7-48ae-a4bb-bd6ef017c36d/2018/","Edward Fong, BCGOV FOR Forest Analysis and Inventory Branch. Email: Edward.Fong@gov.bc.ca . Phone number: 778 974-2638   ",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,https://www2.gov.bc.ca/gov/content/data/open-data/open-government-licence-bc,VALUE_PER_STAND,1905,2018,YES,YES,NO,5151772,5151772,1421223,70989,4744673,2252481,5151772,"Now includes CANFOR data. Same sa BC09 but contains L1, L2 and D layers instead."
BC11,British Columbia,PROV_GOV,BCGOV FOR Forest Analysis and Inventory Branch,11,"FIP, VRI, I, LVI",UNKNOWN_VALUE,VRI01,UNKNOWN_VALUE,VRI data dictionnary,ESRI_GEODATABASE,2019,19/02/2020,,07/09/2020,HTTP,"https://www2.gov.bc.ca/gov/content/industry/forestry/managing-our-forest-resources/forest-inventory/data-management-and-access
https://catalogue.data.gov.bc.ca/dataset/e5bf92e9-3323-4eb6-b051-7fe89b5174a9
https://catalogue.data.gov.bc.ca/dataset/0078a6f3-f7c7-4bc7-a513-e39b01d8f35c","Edward Fong, BCGOV FOR Forest Analysis and Inventory Branch. Email: Edward.Fong@gov.bc.ca . Phone number: 778 974-2639",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,https://www2.gov.bc.ca/gov/content/data/open-data/open-government-licence-bc,VALUE_PER_STAND,1905,2019,YES,YES,NO,5419596,5419596,1367466,73017,4994212,2251417,5419596,Now includes CANFOR data
BC12,British Columbia,PROV_GOV,BCGOV FOR Forest Analysis and Inventory Branch,12,"FIP, VRI, I, LVI",UNKNOWN_VALUE,VRI01,UNKNOWN_VALUE,VRI data dictionnary,ESRI_GEODATABASE,2017,19/02/2020,,07/09/2020,HTTP,"https://www2.gov.bc.ca/gov/content/industry/forestry/managing-our-forest-resources/forest-inventory/data-management-and-access
https://catalogue.data.gov.bc.ca/dataset/02dba161-fdb7-48ae-a4bb-bd6ef017c36d
https://catalogue.data.gov.bc.ca/dataset/vri-historical-vegetation-resource-inventory-2002-2018-/resource/b4a24972-e043-4f7b-92d0-8bef44c32893
https://pub.data.gov.bc.ca/datasets/02dba161-fdb7-48ae-a4bb-bd6ef017c36d/2017/","Edward Fong, BCGOV FOR Forest Analysis and Inventory Branch. Email: Edward.Fong@gov.bc.ca . Phone number: 778 974-2640",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,https://www2.gov.bc.ca/gov/content/data/open-data/open-government-licence-bc,VALUE_PER_STAND,1905,2017,YES,YES,NO,4861240,4861240,1223952,69225,4462520,2100786,4861240,Now includes CANFOR data
BC13,British Columbia,PROV_GOV,BCGOV FOR Forest Analysis and Inventory Branch,13,"FIP, VRI, I, LVI",UNKNOWN_VALUE,VRI01,UNKNOWN_VALUE,VRI data dictionnary,ESRI_GEODATABASE,2002,27/02/2020,Melina Houle,12/01/2024,HTTP,https://open.canada.ca/data/en/dataset/02dba161-fdb7-48ae-a4bb-bd6ef017c36d,"Adrain Walton, Adrian.Walton@gov.bc.ca",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,https://www2.gov.bc.ca/gov/content/data/open-data/open-government-licence-bc,VALUE_PER_STAND,1899,2003,YES,YES,NO,3343257,3343257,0,20889,2801258,935559,3343257,
BC14,British Columbia,PROV_GOV,BCGOV FOR Forest Analysis and Inventory Branch,14,"FIP, VRI, I, LVI",UNKNOWN_VALUE,VRI01,UNKNOWN_VALUE,VRI data dictionnary,ESRI_GEODATABASE,2021,08/02/2022,,,HTTP,"https://www2.gov.bc.ca/gov/content/industry/forestry/managing-our-forest-resources/forest-inventory/data-management-and-access
https://catalogue.data.gov.bc.ca/dataset/02dba161-fdb7-48ae-a4bb-bd6ef017c36d
https://catalogue.data.gov.bc.ca/dataset/vri-historical-vegetation-resource-inventory-2002-2018-/resource/b4a24972-e043-4f7b-92d0-8bef44c32893
https://pub.data.gov.bc.ca/datasets/02dba161-fdb7-48ae-a4bb-bd6ef017c36d/current/","Marc Rousseau, BCGOV FOR Forest Analysis and Inventory Branch,  Marc.Rousseau@gov.bc.ca",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,https://www2.gov.bc.ca/gov/content/data/open-data/open-government-licence-bc,VALUE_PER_STAND,1905,2021,YES,YES,NO,5376926,5376926,1705153,53554,5517043,1958096,5376926,
BC15,British Columbia,PROV_GOV,BCGOV FOR Forest Analysis and Inventory Branch,15,"FIP, VRI, I, LVI",UNKNOWN_VALUE,VRI01,UNKNOWN_VALUE,VRI data dictionnary,ESRI_GEODATABASE,2022,08/02/2023,,,HTTP,"https://www2.gov.bc.ca/gov/content/industry/forestry/managing-our-forest-resources/forest-inventory/data-management-and-access
https://catalogue.data.gov.bc.ca/dataset/02dba161-fdb7-48ae-a4bb-bd6ef017c36d
https://catalogue.data.gov.bc.ca/dataset/vri-historical-vegetation-resource-inventory-2002-2021-
https://pub.data.gov.bc.ca/datasets/02dba161-fdb7-48ae-a4bb-bd6ef017c36d/current/","Marc Rousseau, BCGOV FOR Forest Analysis and Inventory Branch,  Marc.Rousseau@gov.bc.ca",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,https://www2.gov.bc.ca/gov/content/data/open-data/open-government-licence-bc,VALUE_PER_STAND,1905,2022,YES,YES,NO,5398030,5398030,1751563,51539,5578663,1922790,5398030,
BC16,British Columbia,PROV_GOV,BCGOV FOR Forest Analysis and Inventory Branch,16,"FIP, VRI, I, LVI",UNKNOWN_VALUE,VRI01,UNKNOWN_VALUE,VRI data dictionnary,ESRI_GEODATABASE,2023,06/03/2024,,,HTTP,"https://www2.gov.bc.ca/gov/content/industry/forestry/managing-our-forest-resources/forest-inventory/data-management-and-access
https://catalogue.data.gov.bc.ca/dataset/02dba161-fdb7-48ae-a4bb-bd6ef017c36d
https://catalogue.data.gov.bc.ca/dataset/vri-historical-vegetation-resource-inventory-2002-2021-
https://pub.data.gov.bc.ca/datasets/02dba161-fdb7-48ae-a4bb-bd6ef017c36d/current/","Marc Rousseau, BCGOV FOR Forest Analysis and Inventory Branch,  Marc.Rousseau@gov.bc.ca",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,https://www2.gov.bc.ca/gov/content/data/open-data/open-government-licence-bc,VALUE_PER_STAND,1905,2023,YES,YES,NO,5901370,5901370,2386990,68910,6096999,2225459,5901370,
BC17,British Columbia,PROV_GOV,BCGOV FOR Forest Analysis and Inventory Branch,17,"FIP, VRI, I, LVI",UNKNOWN_VALUE,VRI01,UNKNOWN_VALUE,VRI data dictionnary,ESRI_GEODATABASE,2020,19/02/2020,,,HTTP,"https://www2.gov.bc.ca/gov/content/industry/forestry/managing-our-forest-resources/forest-inventory/data-management-and-access
https://catalogue.data.gov.bc.ca/dataset/02dba161-fdb7-48ae-a4bb-bd6ef017c36d
https://pub.data.gov.bc.ca/datasets/02dba161-fdb7-48ae-a4bb-bd6ef017c36d/2020/","Marc Rousseau,  BCGOV FOR Forest Analysis and Inventory Branch, Marc.Rousseau@gov.bc.ca",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,https://www2.gov.bc.ca/gov/content/data/open-data/open-government-licence-bc,VALUE_PER_STAND,1905,2020,YES,YES,NO,4972179,4972179,1352148,51857,5065969,1659560,4972179,
BC18,British Columbia,PROV_GOV,BCGOV FOR Forest Analysis and Inventory Branch,18,"FIP, VRI, I, LVI",UNKNOWN_VALUE,VRI01,UNKNOWN_VALUE,VRI data dictionnary,ESRI_GEODATABASE,2024,20/05/2025,,,HTTP,"https://www2.gov.bc.ca/gov/content/industry/forestry/managing-our-forest-resources/forest-inventory/data-management-and-access
https://catalogue.data.gov.bc.ca/dataset/vri-2024-forest-vegetation-composite-layer-1-l1-
https://pub.data.gov.bc.ca/datasets/02dba161-fdb7-48ae-a4bb-bd6ef017c36d/current/","Marc Rousseau, BCGOV FOR Forest Analysis and Inventory Branch,  Marc.Rousseau@gov.bc.ca",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,https://www2.gov.bc.ca/gov/content/data/open-data/open-government-licence-bc,VALUE_PER_STAND,1905,2024,YES,YES,NO,6250929,6250929,2667707,84006,6457169,2382320,6250929,
DS01,Canada,FED_GOV,Canadian Forest Service,1,No standard. CFS (Canadian Forest Service),UNKNOWN_VALUE,CFS01,UNKNOWN_VALUE,Canadian National Fire Database (CNFDB),SHAPEFILE,2021,2021,Pierre Racine,01/11/2023,HTTP,https://cwfis.cfs.nrcan.gc.ca/ha/nfdb,"John Little, Canadian Forest Service, Northern Forestry Centre, 5320 122 Street Northwest, Edmonton, Alberta, T6H 3S5. Tel.: (825) 510-1166 Email: john.little@NRCan-RNCan.gc.ca",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,http://cfs.nrcan.gc.ca/common/cwfis/End_User_Agreement_EN.html,VALUE_PER_STAND,1917,2020,YES,NO,YES,59539,59539,59539,0,0,0,59539,
DS02,Canada,FED_GOV,Canadian Council of Forest Ministers,2,No standard. LSD (Landsat Derived),UNKNOWN_VALUE,CFS01,UNKNOWN_VALUE,National Terrestrial Ecosystem Monitoring System (NTEMS),RASTER_TIFF,2016,2016,Pierre Racine,01/11/2023,HTTP,https://opendata.nfis.org/mapserver/nfis-change_eng.html,"Txomin Hermosilla. Integrated Remote Sensing Studio, Department of Forest Resources Management, University of British Columbia, Vancouver, BC, Canada. Email: txomin.hermosilla@ubc.ca
txominhermos@gmail.com",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,http://ouvert.canada.ca/fr/licence-du-gouvernement-ouvert-canada,VALUE_PER_STAND,1985,2020,YES,NO,NO,15358919,15358919,15358919,0,0,0,15358919,
DS03,Canada,FED_GOV,Canadian Forest Service,3,No standard. LSD (Landsat Derived),UNKNOWN_VALUE,CFS01,UNKNOWN_VALUE,Canada Landsat Disturbance (CanLaD) 2017,RASTER_TIFF,2017,2018,Pierre Racine,01/11/2023,HTTP,https://open.canada.ca/data/en/dataset/add1346b-f632-4eb9-a83d-a662b38655ad,"Luc Guindon, Canadian Forest Service, Natural Resources Canada, Government of Canada, 1055 rue du P.E.P.S., C.P. 10380, succ. Sainte-Foy. Phone: 1 (418) 649-6131. Email: luc.guindon@canada.ca",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,http://ouvert.canada.ca/fr/licence-du-gouvernement-ouvert-canada,VALUE_PER_STAND,1985,2015,YES,NO,NO,27593270,27593270,27593270,0,0,0,27593270,
DS04,Canada,FED_GOV,Environment Canada,4,BEAD,UNKNOWN_VALUE,BEA01,UNKNOWN_VALUE,Boreal ecosystem anthropogenic polygonal disturbance vector data for Canada based on 2008 to 2010 Landsat imagery,SHAPEFILE,2013,2013,Pierre Racine,01/11/2023,HTTP,https://open.canada.ca/data/en/dataset/afd0ce47-17c3-445c-b823-2f86409da2e0/resource/cebb1f10-b22e-4950-b9bc-5d3679005ef4,Jon Pasher. Email: jon.pasher@ec.gc.ca,OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,UNKNOWN_VALUE,NOT_APPLICABLE,GLOBAL_INVENTORY,2008,2010,YES,NO,NO,206849,206849,80096,0,0,126753,206849,
DS05,Canada,FED_GOV,Canadian Forest Service,5,No standard. LSD (Landsat Derived),UNKNOWN_VALUE,CFS02,UNKNOWN_VALUE,Canada Landsat Disturbance (CanLaD) pre-1985,RASTER_TIFF,2024,2024,Diego Wu,01/30/2025,HTTP,https://open.canada.ca/data/en/dataset/660b7c6a-cdec-4c02-90c7-d63e91825c42,"Luc Guindon, Canadian Forest Service, Natural Resources Canada, Government of Canada, 1055 rue du P.E.P.S., C.P. 10380, succ. Sainte-Foy. Phone: 1 (418) 649-6131. Email: luc.guindon@canada.ca",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,http://ouvert.canada.ca/fr/licence-du-gouvernement-ouvert-canada,VALUE_PER_STAND,1965,1984,YES,NO,NO,13188798,0,0,0,0,0,0,
MB01,Manitoba,INDUSTRY,Tembec,1,PRE97,UNKNOWN_VALUE,FRI02,UNKNOWN_VALUE,Tembec manual 1.3 1996_97,SHAPEFILE,UNKNOWN_VALUE,UNKNOWN_VALUE,Steven G. Cumming,4/22/2008,FTP,UNKNOWN_VALUE,"James Boyd or Vince Keenan, Divisional Forested, Tembec Industries Inc. Pine Falls Operations. Box 10, Pine Falls, Mb, R0E 1M0. Phone: 204 367-5224. Email: vince.keenantembec.com. Web Page: www.tembec-frm-manitoba.ca",DIRECT_CONTACT,OPEN_FOR_BEACON_AND_BAM_PROJECTS,RESTRICTED_BAM_BEACON,EMAIL_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1997,1997,YES,NO,NO,134790,134790,0,26176,114862,14008,134790,The inventory was given by the province following the agreement with the forest compagny.
MB02,Manitoba,INDUSTRY,LouisianaPacific,2,FLI,UNKNOWN_VALUE,FLI01,UNKNOWN_VALUE,FLI Users Guide,ESRI_E00,UNKNOWN_VALUE,UNKNOWN_VALUE,Steven G. Cumming,08/10/2008,DVD,NOT_APPLICABLE,Donna Kopecky. District Biologist. Louisiana Pacific Corporation. Swan Valley Forest Resources Division. Phone: 1-888-433-4672. Email:Donna.Kopecky@lpcorp.com. Web Page: www.swanvalleyforest.ca or www.lpcorp.co,DIRECT_CONTACT,REQUIRES_AGREEMENT,RESTRICTED_BAM,LICENSE_AGREEMENT,NOT_APPLICABLE,GLOBAL_INVENTORY,1998,1998,YES,NO,NO,60370,60370,7828,15982,89445,4669,60370,
MB03,Manitoba,PROV_GOV,"Manitoba Government, Conservation and Water Stewardship,Forestry Branch",3,FRI,UNKNOWN_VALUE,FRI01,UNKNOWN_VALUE,FRI manuals,SHAPEFILE,UNKNOWN_VALUE,UNKNOWN_VALUE,Steven G. Cumming,2008,DVD,NOT_APPLICABLE,"James Boyd, Inventory Forester. Manitoba Conservation. 200 Saulteaux Crescent. Winnipeg, Mb. Phone :204 945-7951. Email: james.boyd2@gov.mb.ca",DIRECT_CONTACT,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,SPATIAL_JOIN,1969,2001,NO,YES,NO,0,0,0,0,0,0,0,Not used in CASFRI v4. Source format (tiled mapsheet shapefile) was replaced by MB05 and MB06 (gdb) acquired on  2013-03-03. Same data. 
MB04,Manitoba,INDUSTRY,PorcupineBranch (LP),4,FLI,UNKNOWN_VALUE,FLI01,UNKNOWN_VALUE,FLI Users Guide,ESRI_E00,UNKNOWN_VALUE,UNKNOWN_VALUE,Steven G. Cumming,08/10/2008,DVD,NOT_APPLICABLE,Donna Kopecky. District Biologist. Louisiana Pacific Corporation. Swan Valley Forest Resources Division. Phone: 1-888-433-4672. Email:Donna.Kopecky@lpcorp.com. Web Page: www.swanvalleyforest.ca or www.lpcorp.co,DIRECT_CONTACT,REQUIRES_AGREEMENT,RESTRICTED_BAM,LICENSE_AGREEMENT,NOT_APPLICABLE,GLOBAL_INVENTORY,2000,2000,YES,NO,NO,27221,27221,11239,7725,36931,2572,27221,
MB05,Manitoba,PROV_GOV,"Manitoba Government, Conservation and Water Stewardship,Forestry Branch",5,FRI,UNKNOWN_VALUE,FRI01,UNKNOWN_VALUE,FRI manuals,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,summer 2012,DVD,NOT_APPLICABLE,"James Boyd, Inventory Forester. Manitoba Conservation. 200 Saulteaux Crescent. Winnipeg, Mb. Phone :204 945-7951. Email: james.boyd2@gov.mb.ca",DIRECT_CONTACT,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1970,1997,YES,NO,NO,1644808,1644808,0,171269,1160521,340124,1644808,
MB06,Manitoba,PROV_GOV,"Manitoba Government, Conservation and Water Stewardship,Forestry Branch",6,FLI,UNKNOWN_VALUE,FLI01,UNKNOWN_VALUE,FLI Users Guide,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,summer 2012,DVD,NOT_APPLICABLE,"James Boyd, Inventory Forester. Manitoba Conservation. 200 Saulteaux Crescent. Winnipeg, Mb. Phone :204 945-7951. Email: james.boyd2@gov.mb.ca",DIRECT_CONTACT,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1998,2001,YES,YES,NO,163064,163064,42814,44300,213982,9826,163064,
MB07,Manitoba,INDUSTRY,High Rock,7,FLI,UNKNOWN_VALUE,FLI01,UNKNOWN_VALUE,FLI Users Guide,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,8/13/2013,UNKNOWN_VALUE,UNKNOWN_VALUE,"Tony Viveiros, GISP. GIS Database Manager, Conservation and Water Stewardship. Forestry Branch/GeoManitoba. Box 70 - 200 Saulteaux crescent, Winnipeg, MB, R3J 3W3. Phone: 204-806-5848, Email: antonio.viveiros@gov.mb.ca",DIRECT_CONTACT,NOT_SPECIFIED,NOT_SPECIFIED,UNKNOWN_VALUE,NOT_APPLICABLE,VALUE_PER_STAND,2007,2009,YES,YES,NO,219682,219682,102636,81226,154594,25088,219682,
MB08,Manitoba,INDUSTRY,Nelson River,8,FLI,UNKNOWN_VALUE,FLI01,UNKNOWN_VALUE,FLI Users Guide,ESRI_GEODATABASE,2011-2013,UNKNOWN_VALUE,Melina Houle,27/01/2025,HTTP,https://mli.gov.mb.ca/forestry/index.html,"Tony Viveiros, GISP. GIS Database Manager, Conservation and Water Stewardship. Forestry Branch/GeoManitoba. Box 70 - 200 Saulteaux crescent, Winnipeg, MB, R3J 3W3. Phone: 204-806-5848, Email: antonio.viveiros@gov.mb.ca",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,NOT_SPECIFIED,LICENSE_AGREEMENT,https://mli.gov.mb.ca/forestry/meta_files/Metadata_LCV_MB_FLI_NELSONRIVER_20112013_PY_FINAL.html,VALUE_PER_STAND,2011,2013,YES,NO,NO,101508,0,0,0,0,0,0,
MB10,,,,10,FLI,,FLI01,,,,,,,,,,,,,,,,,,,NO,YES,NO,0,0,0,0,0,0,0,
MB11,,,,11,FLI,,FLI01,,,,,,,,,,,,,,,,,,,NO,YES,NO,0,0,0,0,0,0,0,
MB12,,,,12,FLI,,FLI01,,,,,,,,,,,,,,,,,,,NO,YES,NO,0,0,0,0,0,0,0,
MB13,,,,13,FLI,,FLI01,,,,,,,,,,,,,,,,,,,NO,YES,NO,0,0,0,0,0,0,0,
