INVENTORY_ID,JURISDICTION,OWNER_TYPE,OWNER_NAME,STANDARD_TYPE,STANDARD_VERSION,STANDARD_ID,STANDARD_REVISION,DOCUMENTATION_TITLES,SRC_DATA_FORMAT,PRODUCTION_YEARS,PUBLICATION_DATE,ACQUISITION_PERSON,ACQUISITION_DATE,ACQUISITION_TYPE,ACQUISITION_LINKS,CONTACT_INFO,DATA_AVAILABILITY,REDISTRIBUTION,PERMISSION,LICENSE_AGREEMENT,LICENSE_AGREEMENT_URL,PHOTO_YEAR_SRC,PHOTO_YEAR_START,PHOTO_YEAR_END,COMMENT,CAS04_EXPORT_SRC_SCRIPT,CAS04_FILE_LOCATION,CAS02,CAS03,CAS04,CAS05_PLANNED,CAS05_DELIVERED
BC02,British Columbia,PROV_GOV,BCGOV FOR Forest Analysis and Inventory Branch,VRI,UNKNOWN_VALUE,VRI01,UNKNOWN_VALUE,VRI data dictionnary,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,5/14/2012,HTTP,https://catalogue.data.gov.bc.ca/dataset/vri-historical-vegetation-resource-inventory-2002-2018-,"Tim Salkeld, BCGOV FOR Forest Analysis and Inventory Branch. Email: Tim.Salkeld@gov.bc.ca . Phone number: 250 387-6736   ",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1955,2011,,NOT_APPLICABLE,CASFRI/FRIs/BC/SourceDataset/v.00.03,YES,YES,NO,NO,NO
BC03,British Columbia,PROV_GOV,BCGOV FOR Forest Analysis and Inventory Branch,I,UNKNOWN_VALUE,BCI01,UNKNOWN_VALUE,UNKNOWN_VALUE,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,5/14/2012,HTTP,https://catalogue.data.gov.bc.ca/dataset/vri-historical-vegetation-resource-inventory-2002-2018-,"Tim Salkeld, BCGOV FOR Forest Analysis and Inventory Branch. Email: Tim.Salkeld@gov.bc.ca . Phone number: 250 387-6736   ",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,-8886,-8886,Not used in CASFRI v3.  UNKNOWN_VALUE standard,NOT_APPLICABLE,CASFRI/FRIs/BC/SourceDataset/v.00.03,YES,NO,NO,NO,NO
BC04,British Columbia,PROV_GOV,BCGOV FOR Forest Analysis and Inventory Branch,FIP,UNKNOWN_VALUE,FIP01,UNKNOWN_VALUE,FIP data dictionnary,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,5/27/2014,HTTP,https://catalogue.data.gov.bc.ca/dataset/vri-historical-vegetation-resource-inventory-2002-2018-,"Tim Salkeld, BCGOV FOR Forest Analysis and Inventory Branch. Email: Tim.Salkeld@gov.bc.ca . Phone number: 250 387-6736   ",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1953,2008,A VRI_FIP equivalent tables are found in the same folder than the documentation. This inventory only include layer 1,Export_BCgov02_V4.py,CASFRI/FRIs/BC/SourceDataset/v.00.04/BCGOV/VEG_COMP_LYR_R1_POLY.gdb,NO,NO,YES,NO,NO
BC05,British Columbia,PROV_GOV,BCGOV FOR Forest Analysis and Inventory Branch,VRI,UNKNOWN_VALUE,VRI01,UNKNOWN_VALUE,VRI data dictionnary,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,5/27/2014,HTTP,https://catalogue.data.gov.bc.ca/dataset/vri-historical-vegetation-resource-inventory-2002-2018-,"Tim Salkeld, BCGOV FOR Forest Analysis and Inventory Branch. Email: Tim.Salkeld@gov.bc.ca . Phone number: 250 387-6736   ",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1955,2011,This inventory only include layer 1,Export_BCgov02_V4.py,CASFRI/FRIs/BC/SourceDataset/v.00.04/BCGOV/VEG_COMP_LYR_R1_POLY.gdb,NO,NO,YES,NO,NO
BC06,British Columbia,PROV_GOV,BCGOV FOR Forest Analysis and Inventory Branch,I,UNKNOWN_VALUE,BCI01,UNKNOWN_VALUE,UNKNOWN_VALUE,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,5/27/2014,HTTP,https://catalogue.data.gov.bc.ca/dataset/vri-historical-vegetation-resource-inventory-2002-2018-,"Tim Salkeld, BCGOV FOR Forest Analysis and Inventory Branch. Email: Tim.Salkeld@gov.bc.ca . Phone number: 250 387-6736   ",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,UNKNOWN_VALUE,-8886,-8886,Not used in CASFRI v4.  UNKNOWN_VALUE standard This inventory only include layer 1,NOT_APPLICABLE,,NO,NO,NO,NO,NO
BC07,British Columbia,INDUSTRY,CANFOR,VRI,UNKNOWN_VALUE,VRI01,UNKNOWN_VALUE,VRI data dictionnary,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,4/15/2014,FTP,UNKNOWN_VALUE,"Carol Norris or Don Rosen, Forestry Operations Supervisor, Canadian Forest Products Ltd. - Chetwynd. Email: don.rosen@canfor.com, Phone: 250-788-4304 ",DIRECT_CONTACT,REQUIRES_AGREEMENT,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,GLOBAL_INVENTORY,1993,1998,"PHOTO_YEAR was provided by  Carol Norris: ""I had a quick look through the airphotos we have here and found many dated Aug 1993/Aug 1994, and another batch labelled TFL 48 Phase II Sampling 1998""",Export_BCtfl4801_V4.py,CASFRI/FRIs/BC/SourceDataset/v.00.04/cfp_tfl48_vri/cfp_tfl48_vri.gdb,NO,NO,YES,NO,NO
BC08,British Columbia,PROV_GOV,BCGOV FOR Forest Analysis and Inventory Branch,"FIP, VRI, I, LVI",UNKNOWN_VALUE,VRI01,UNKNOWN_VALUE,VRI data dictionnary,ESRI_GEODATABASE,2016,19/2/2020,,7/9/2020,HTTP,"https://www2.gov.bc.ca/gov/content/industry/forestry/managing-our-forest-resources/forest-inventory/data-management-and-access
https://catalogue.data.gov.bc.ca/dataset/02dba161-fdb7-48ae-a4bb-bd6ef017c36d
https://catalogue.data.gov.bc.ca/dataset/vri-historical-vegetation-resource-inventory-2002-2018-/resource/0f06a158-6bbc-4aae-a81f-4933dbe13dd6
https://pub.data.gov.bc.ca/datasets/02dba161-fdb7-48ae-a4bb-bd6ef017c36d/2016/","Edward Fong, BCGOV FOR Forest Analysis and Inventory Branch. Email: Edward.Fong@gov.bc.ca . Phone number: 778 974-2641",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,https://www2.gov.bc.ca/gov/content/data/open-data/open-government-licence-bc,VALUE_PER_STAND,1905,2015,Now includes CANFOR data. Originally BC08 used R1 data. BC later made the full dataset available. We replaced the R1 data with the full dataset and updated this row to reflect the download of the full dataset.,NOT_APPLICABLE,D:/FRIs/BC/BC13/data/inventory/VEG_COMP_LYR_??_POLY.gdb,NO,NO,NO,YES,YES
BC09,British Columbia,PROV_GOV,BCGOV FOR Forest Analysis and Inventory Branch,"FIP, VRI, I, LVI",UNKNOWN_VALUE,VRI01,UNKNOWN_VALUE,VRI data dictionnary,ESRI_GEODATABASE,2018,6/6/2019,,8/19/2019,HTTP,"https://www2.gov.bc.ca/gov/content/industry/forestry/managing-our-forest-resources/forest-inventory/data-management-and-access
https://catalogue.data.gov.bc.ca/dataset/02dba161-fdb7-48ae-a4bb-bd6ef017c36d
https://catalogue.data.gov.bc.ca/dataset/vri-historical-vegetation-resource-inventory-2002-2018-/resource/a1928936-3dd4-4189-8c62-ca558574dbba
https://pub.data.gov.bc.ca/datasets/02dba161-fdb7-48ae-a4bb-bd6ef017c36d/2018/","Tim Salkeld, BCGOV FOR Forest Analysis and Inventory Branch. Email: Tim.Salkeld@gov.bc.ca . Phone number: 250 387-6736   ",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1905,2018,Now includes CANFOR data. Same as BC10 but contains only R1 from BC10.,NOT_APPLICABLE,CASFRI/FRIs/BC/SourceDataset/v.00.05/bc09/VEG_COMP_LYR_R1_POLY.gdb,NO,NO,NO,NO,NO
BC10,British Columbia,PROV_GOV,BCGOV FOR Forest Analysis and Inventory Branch,"FIP, VRI, I, LVI",UNKNOWN_VALUE,VRI01,UNKNOWN_VALUE,VRI data dictionnary,ESRI_GEODATABASE,2018,UNKNOWN_VALUE,,5/27/2020,HTTP,"https://www2.gov.bc.ca/gov/content/industry/forestry/managing-our-forest-resources/forest-inventory/data-management-and-access
https://catalogue.data.gov.bc.ca/dataset/02dba161-fdb7-48ae-a4bb-bd6ef017c36d
https://catalogue.data.gov.bc.ca/dataset/vri-historical-vegetation-resource-inventory-2002-2018-/resource/a1928936-3dd4-4189-8c62-ca558574dbba
https://pub.data.gov.bc.ca/datasets/02dba161-fdb7-48ae-a4bb-bd6ef017c36d/2018/","Edward Fong, BCGOV FOR Forest Analysis and Inventory Branch. Email: Edward.Fong@gov.bc.ca . Phone number: 778 974-2638   ",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,https://www2.gov.bc.ca/gov/content/data/open-data/open-government-licence-bc,VALUE_PER_STAND,1905,2018,"Now includes CANFOR data. Same sa BC09 but contains L1, L2 and D layers instead.",NOT_APPLICABLE,CASFRI/FRIs/BC/SourceDataset/v.00.05/bc10/VEG_COMP_LYR_R1_POLY.gdb,NO,NO,NO,YES,YES
BC11,British Columbia,PROV_GOV,BCGOV FOR Forest Analysis and Inventory Branch,"FIP, VRI, I, LVI",UNKNOWN_VALUE,VRI01,UNKNOWN_VALUE,VRI data dictionnary,ESRI_GEODATABASE,2019,19/2/2020,,7/9/2020,HTTP,"https://www2.gov.bc.ca/gov/content/industry/forestry/managing-our-forest-resources/forest-inventory/data-management-and-access
https://catalogue.data.gov.bc.ca/dataset/e5bf92e9-3323-4eb6-b051-7fe89b5174a9
https://catalogue.data.gov.bc.ca/dataset/0078a6f3-f7c7-4bc7-a513-e39b01d8f35c","Edward Fong, BCGOV FOR Forest Analysis and Inventory Branch. Email: Edward.Fong@gov.bc.ca . Phone number: 778 974-2639",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,https://www2.gov.bc.ca/gov/content/data/open-data/open-government-licence-bc,VALUE_PER_STAND,1905,2019,Now includes CANFOR data,NOT_APPLICABLE,D:/FRIs/BC/BC11/data/inventory/VEG_COMP_LYR_??_POLY.gdb,NO,NO,NO,YES,YES
BC12,British Columbia,PROV_GOV,BCGOV FOR Forest Analysis and Inventory Branch,"FIP, VRI, I, LVI",UNKNOWN_VALUE,VRI01,UNKNOWN_VALUE,VRI data dictionnary,ESRI_GEODATABASE,2017,19/2/2020,,7/9/2020,HTTP,"https://www2.gov.bc.ca/gov/content/industry/forestry/managing-our-forest-resources/forest-inventory/data-management-and-access
https://catalogue.data.gov.bc.ca/dataset/02dba161-fdb7-48ae-a4bb-bd6ef017c36d
https://catalogue.data.gov.bc.ca/dataset/vri-historical-vegetation-resource-inventory-2002-2018-/resource/b4a24972-e043-4f7b-92d0-8bef44c32893
https://pub.data.gov.bc.ca/datasets/02dba161-fdb7-48ae-a4bb-bd6ef017c36d/2017/","Edward Fong, BCGOV FOR Forest Analysis and Inventory Branch. Email: Edward.Fong@gov.bc.ca . Phone number: 778 974-2640",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,https://www2.gov.bc.ca/gov/content/data/open-data/open-government-licence-bc,VALUE_PER_STAND,1905,2017,Now includes CANFOR data,NOT_APPLICABLE,D:/FRIs/BC/BC12/data/inventory/VEG_COMP_LYR_??_POLY.gdb,NO,NO,NO,YES,YES
MB01,Manitoba,INDUSTRY,Tembec,PRE97,UNKNOWN_VALUE,PRE01,UNKNOWN_VALUE,Tembec manual 1.3 1996_97,SHAPEFILE,UNKNOWN_VALUE,UNKNOWN_VALUE,Steven G. Cumming,4/22/2008,FTP,UNKNOWN_VALUE,"James Boyd or Vince Keenan, Divisional Forested, Tembec Industries Inc. Pine Falls Operations. Box 10, Pine Falls, Mb, R0E 1M0. Phone: 204 367-5224. Email: vince.keenantembec.com. Web Page: www.tembec-frm-manitoba.ca",DIRECT_CONTACT,OPEN_FOR_BEACON_AND_BAM_PROJECTS,RESTRICTED_BAM_BEACON,EMAIL_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1997,1997,The inventory was given by the province following the agreement with the forest compagny.,Export_MBtembec01_V4.py,CASFRI/FRIs/MB/SourceDataset/v.00.04/Tembec/fml1_fri97.shp,YES,YES,YES,YES,YES
MB02,Manitoba,INDUSTRY,LouisianaPacific,FLI,UNKNOWN_VALUE,FLI01,UNKNOWN_VALUE,FLI Users Guide,ESRI_E00,UNKNOWN_VALUE,UNKNOWN_VALUE,Steven G. Cumming,8/10/2008,DVD,NOT_APPLICABLE,Donna Kopecky. District Biologist. Louisiana Pacific Corporation. Swan Valley Forest Resources Division. Phone: 1-888-433-4672. Email:Donna.Kopecky@lpcorp.com. Web Page: www.swanvalleyforest.ca or www.lpcorp.co,DIRECT_CONTACT,REQUIRES_AGREEMENT,RESTRICTED_BAM,LICENSE_AGREEMENT,NOT_APPLICABLE,GLOBAL_INVENTORY,1998,1998,,Export_MBLP01_V4.py,CASFRI/FRIs/MB/SourceDataset/NONGOV/LouisianaPacific/Duck_mountain.e00,YES,YES,YES,YES,YES
MB03,Manitoba,PROV_GOV,"Manitoba Government, Conservation and Water Stewardship,Forestry Branch",FRI,UNKNOWN_VALUE,FRI01,UNKNOWN_VALUE,FRI manuals,SHAPEFILE,UNKNOWN_VALUE,UNKNOWN_VALUE,Steven G. Cumming,2008,DVD,NOT_APPLICABLE,"James Boyd, Inventory Forester. Manitoba Conservation. 200 Saulteaux Crescent. Winnipeg, Mb. Phone :204 945-7951. Email: james.boyd2@gov.mb.ca",DIRECT_CONTACT,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,SPATIAL_JOIN,1969,2001,Not used in CASFRI v4. Source format (tiled mapsheet shapefile) was replaced by MB05 and MB06 (gdb) acquired on  2013-03-03. Same data. ,NOT_APPLICABLE,,YES,YES,NO,NO,NO
MB04,Manitoba,INDUSTRY,PorcupineBranch (LP),FLI,UNKNOWN_VALUE,FLI01,UNKNOWN_VALUE,FLI Users Guide,ESRI_E00,UNKNOWN_VALUE,UNKNOWN_VALUE,Steven G. Cumming,8/10/2008,DVD,NOT_APPLICABLE,Donna Kopecky. District Biologist. Louisiana Pacific Corporation. Swan Valley Forest Resources Division. Phone: 1-888-433-4672. Email:Donna.Kopecky@lpcorp.com. Web Page: www.swanvalleyforest.ca or www.lpcorp.co,DIRECT_CONTACT,REQUIRES_AGREEMENT,RESTRICTED_BAM,LICENSE_AGREEMENT,NOT_APPLICABLE,GLOBAL_INVENTORY,2000,2000,,Export_MBLP01_V4.py,CASFRI/FRIs/MB/SourceDataset/NONGOV/LouisianaPacific/Porc_mountain.e00,YES,YES,YES,YES,YES
MB05,Manitoba,PROV_GOV,"Manitoba Government, Conservation and Water Stewardship,Forestry Branch",FRI,UNKNOWN_VALUE,FRI01,UNKNOWN_VALUE,FRI manuals,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,summer 2012,DVD,NOT_APPLICABLE,"James Boyd, Inventory Forester. Manitoba Conservation. 200 Saulteaux Crescent. Winnipeg, Mb. Phone :204 945-7951. Email: james.boyd2@gov.mb.ca",DIRECT_CONTACT,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1970,1997,,Export_MBgov01_V4.py,CASFRI/FRIs/MB/SourceDataset/v.00.04/GOV/MFAGeodatabase.gdb,NO,NO,YES,YES,YES
MB06,Manitoba,PROV_GOV,"Manitoba Government, Conservation and Water Stewardship,Forestry Branch",FLI,UNKNOWN_VALUE,FLI01,UNKNOWN_VALUE,FLI Users Guide,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,summer 2012,DVD,NOT_APPLICABLE,"James Boyd, Inventory Forester. Manitoba Conservation. 200 Saulteaux Crescent. Winnipeg, Mb. Phone :204 945-7951. Email: james.boyd2@gov.mb.ca",DIRECT_CONTACT,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1998,2001,,Export_MBgov01_V4.py,CASFRI/FRIs/MB/SourceDataset/v.00.04/GOV/MFAGeodatabase.gdb,NO,NO,YES,YES,YES
MB07,Manitoba,INDUSTRY,High Rock,FLI,UNKNOWN_VALUE,FLI01,UNKNOWN_VALUE,FLI Users Guide,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,8/13/2013,UNKNOWN_VALUE,UNKNOWN_VALUE,"Tony Viveiros, GISP. GIS Database Manager, Conservation and Water Stewardship. Forestry Branch/GeoManitoba. Box 70 - 200 Saulteaux crescent, Winnipeg, MB, R3J 3W3. Phone: 204-806-5848, Email: antonio.viveiros@gov.mb.ca",DIRECT_CONTACT,NOT_SPECIFIED,NOT_SPECIFIED,UNKNOWN_VALUE,NOT_APPLICABLE,VALUE_PER_STAND,2007,2009,,Export_MBHR_V4.py,CASFRI/FRIs/MB/SourceDataset/v.00.04/HighRock/LCV_MB_FLI_HIGHROCK_20072009.gdb,NO,NO,YES,YES,YES
NB01,New Brunswick,PROV_GOV,New Brunswick Natural Resources,NBI,With Revisions,NBI01,With revisions,NB Natural Resource data dictionary,SHAPEFILE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,3/21/2012,FTP,UNKNOWN_VALUE,"Gisele Gaudet, Natural resources. Phone: 506 453-2183. email: gisele.gaudet@gnb.ca",ADMINISTRATVE_PROCESS,REQUIRES_AGREEMENT,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1981,2010,"NB inventory comes from 3 sources: DNR (Gagetown), federal parks and provincial inventory. ",Export_NB01_V4.py,CASFRI/FRIs/NB/SourceDataset/v.00.03-v.00.04,NO,NO,YES,YES,YES
NB02,New Brunswick,PROV_GOV,New Brunswick Natural Resources,NBI,UNKNOWN_VALUE,NBI01,With revisions,NB Inventory Data Dictionary,ESRI_GEODATABASE,UNKNOWN_VALUE,4/23/2019,,8/19/2019,HTTP,http://www.snb.ca/geonb1/e/DC/catalogue-E.asp,"Gisele Gaudet, Natural resources. Phone: 506 453-2183. email: gisele.gaudet@gnb.ca",ADMINISTRATVE_PROCESS,REQUIRES_AGREEMENT,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1981,2017,Data dictionary was acquired through email (Rob White) om November 2020,NOT_APPLICABLE,CASFRI/FRIs/NB/SourceDataset/v.00.04/nb01/geonb_forest-foret.gdb,NO,NO,,YES,YES
NL01,Newfoundland and Labrador,PROV_GOV ,Newfoundland/Labrador Department of Natural Resources,Forest Inventory,With Revisions,NLI01,With revisions,NL Data Dictionary,ESRI_COVERAGE,UNKNOWN_VALUE,UNKNOWN_VALUE,Steven G. Cumming,8/12/2009,DVD,NOT_APPLICABLE,"Scott Payne, Department of Natural Resources, P.O. Box 2006, Fortis Building, 4 Herald Avenue, Corner Brook, NL. A2H 6J8. Phone: (709) 637-2353. Fax: (709) 634-4378. E-mail: sepayne@gov.nl.ca",DIRECT_CONTACT,OPEN_FOR_BEACON_AND_BAM_PROJECTS,RESTRICTED,EMAIL_AGREEMENT,NOT_APPLICABLE,SPATIAL_JOIN,1978,2006,,Export_NL01_V4.py,CASFRI/FRIs/NL/SourceDataset/v.00.04,YES,YES,YES,YES,YES
NS01,Nova Scotia,PROV_GOV,Nova Scotia Department of Natural Resources,Forest Inventory,UNKNOWN_VALUE,NSI01,UNKNOWN_VALUE,Forest inventory manual,SHAPEFILE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,1/27/2012,HTTP,https://novascotia.ca/natr/forestry/gis/DL_forestry-cycle1.asp,"Data Distributor, P.O. Box 68 Truro, N.S. B2N 5B8. Telephone: 902-893-5655. Fax: 902-893-6102. E-Mail: turnerca@gov.ns.ca",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,http://novascotia.ca/natr/forestry/gis/licence.asp?url=downloads.asp,VALUE_PER_STAND,1988,2006,Not used in CASFRI v4.,,CASFRI/FRIs/NS/SourceDataset/v.00.03/NS_FRI.shp,YES,YES,NO,YES,YES
NS02,Nova Scotia,PROV_GOV ,Nova Scotia Department of Natural Resources,Forest Inventory,UNKNOWN_VALUE,NSI01,UNKNOWN_VALUE,UNKNOWN_VALUE,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,10/17/2014,HTTP,https://novascotia.ca/natr/forestry/gis/DL_forestry-cycle2.asp,"Data Distributor, P.O. Box 68 Truro, N.S. B2N 5B8. Telephone: 902-893-5655. Fax: 902-893-6102. E-Mail: turnerca@gov.ns.ca",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1988,2008,,Export_NS01_V4.py,CASFRI/FRIs/NS/SourceDataset/v.00.04,NO,NO,YES,YES,YES
NS03,Nova Scotia,PROV_GOV ,Nova Scotia Department of Natural Resources,Forest Inventory,UNKNOWN_VALUE,NSI01,UNKNOWN_VALUE,Forest Inventory - Current Forest Data (Web Version- 2016),SHAPEFILE,UNKNOWN_VALUE,UNKNOWN_VALUE,,5/27/2020,HTTP,https://novascotia.ca/natr/forestry/gis/dl_forestry.asp,UNKNOWN_VALUE,OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1992,2014,"Cycle 3. This version of the forest inventory is a combination of Interpretation Cycles 2 and 3 with additional updates based on satellite imagery and field data. This data is dynamic and different areas of the province are in different stages of completion. This version of data is updated as work in individual counties is completed. Photography years: 1995-Present. Cape Breton, Richmond, Inverness and Victoria counties updated June 2015. All counties now contain VOLUME, BASAL AREA and AVERAGE DIAMETER attribute data. Please refer to the metadata for more information.",NOT_APPLICABLE,,NO,NO,NO,YES,YES
NT01,Northwest Territories,TERRITORY,"Government of Northwestern Territories, Environment and Natural Resources, Forest Managment Division",NWTFVI,3,FVI01,UNKNOWN_VALUE,FVI manual v3.0,SHAPEFILE,UNKNOWN_VALUE,UNKNOWN_VALUE,Steven G. Cumming,3/18/2008,EMAIL,NOT_APPLICABLE,"Lisa Smith, Inventory and Analysis Forester Forest Resources, Forest Management Division Department of Environment and Natural Resources Government of the NWT Box 4354, Lot 173 Hay River, Reserve Hay River, NT, X0E 1G3. Tel: (867) 874-2009. Fax: (867) 874-6236. email: Lisa_Smith@gov.nt.ca",DIRECT_CONTACT,REQUIRES_AGREEMENT,RESTRICTED,EXPIRED,NOT_APPLICABLE,VALUE_PER_STAND,2003,2006,Not used in CASFRI v4.,NOT_APPLICABLE,CASFRI/FRIs/NT/SourceDataset/v.00.03,YES,YES,NO,YES,YES
NT02,Northwest Territories,TERRITORY,"Government of Northwestern Territories, Environment and Natural Resources, Forest Managment Division",NWTFVI,3,FVI01,UNKNOWN_VALUE,FVI manual v3.0,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,3/6/2015,TEMPORARY_HTTP,UNKNOWN_VALUE,"Tom Lakusta, Manager, Forest Resources. Forest Management Division, Environment and Natural Resources. Government of the Northwest Territories. Box 4354, #173 Hay River Dene Reserve, Hay River, NT, X0E 1G3. Tel: 867-874-2009. E-mail: tom_lakusta@gov.nt.ca",DIRECT_CONTACT,REQUIRES_AGREEMENT,RESTRICTED,UNKNOWN_VALUE,NOT_APPLICABLE,RELATIONAL_JOIN,1960,2013,"This inventory was replaced by NT03, which is the same territorie version with fixed errors.",NT01_V4.py,CASFRI/FRIs/NT/SourceDataset/v.00.04/NT_FORCOV.gdb,NO,NO,YES,NO,NO
NT03,Northwest Territories,TERRITORY,"Government of Northwestern Territories, Environment and Natural Resources, Forest Managment Division",NWTFVI,4,FVI01,UNKNOWN_VALUE,FVI manual v4.1,ESRI_GEODATABASE,UNKNOWN_VALUE,2012,Melina Houle,17/12/2020,TEMPORARY_HTTP,https://sft.gov.nt.ca/message/cEjNCJEIEPGsPYKPiAtUh3,Kathleen Groenewegen,DIRECT_CONTACT,REQUIRES_AGREEMENT,RESTRICTED,Valide 2 years from date of acquisition,NOT_APPLICABLE,VALUE_PER_STAND,1960,2013,Same as NT02 with fixed errors,NOT_APPLICABLE,,NO,NO,NO,YES,YES
NT04,Northwest Territories,TERRITORY,"Government of Northwestern Territories, Environment and Natural Resources, Forest Managment Division",NWTFVI,6,FVI02,UNKNOWN_VALUE,FVI manual v6.0,ESRI_GEODATABASE,2015,2021,Morgan Thompson,2022-02-25,FSS,https://ca.nfis.org/fss/,"Kathleen Groenewegen, E-Mail: Kathleen_Groenewegan@gov.nt.ca",DIRECT_CONTACT,REQUIRES_AGREEMENT,RESTRICTED,UNKNOWN_VALUE,NOT_APPLICABLE,,2015,2022,"Received with NT03 dataset, NT04 is another layer covering 2015+ under the new FVI standard",NOT_APPLICABLE,,,,,,
ON01,Ontario,PROV_GOV,Ontario Ministry of Natural Resources,FRI-FIM,FIM1,FIM01,UNKNOWN_VALUE,FIM technical specifications,"ACCESS_DATABASE, SHAPEFILE",UNKNOWN_VALUE,UNKNOWN_VALUE,Steven G. Cumming,9/20/2009,DVD,NOT_APPLICABLE,Larry Watkins. Email: larry.watkins@ontario.ca,ADMINISTRATVE_PROCESS,REQUIRES_AGREEMENT,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1957,2009,The license is filled but not sign,ON01_V4.py,CASFRI/FRIs/ON/SourceDataset/v.00.03-v.00.04,YES,YES,YES,YES,YES
ON02,Ontario,PROV_GOV,Ontario Ministry of Natural Resources,FIM,FIM,FIM02,UNKNOWN_VALUE,UNKNOWN_VALUE,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,"April 15,2018",HTTP,https://geohub.lio.gov.on.ca/,UNKNOWN_VALUE,UNKNOWN_VALUE,UNKNOWN_VALUE,UNKNOWN_VALUE,UNKNOWN_VALUE,NOT_APPLICABLE,VALUE_PER_STAND,1933,2016,Not used in CASFRI v4,no script yet,CASFRI/FRIs/ON/SourceDataset/v5/ON_FRI_forest.gdb,NO,NO,NO,YES,YES
