INVENTORY_ID,JURISDICTION,OWNER_TYPE,OWNER_NAME,STANDARD_TYPE,STANDARD_VERSION,STANDARD_ID,STANDARD_REVISION,DOCUMENTATION_TITLES,SRC_DATA_FORMAT,PRODUCTION_YEARS,PUBLICATION_DATE,ACQUISITION_PERSON,ACQUISITION_DATE,ACQUISITION_TYPE,ACQUISITION_LINKS,CONTACT_INFO,DATA_AVAILABILITY,REDISTRIBUTION,PERMISSION,LICENSE_AGREEMENT,LICENSE_AGREEMENT_URL,PHOTO_YEAR_SRC,PHOTO_YEAR_START,PHOTO_YEAR_END,TRANSLATED_BY_ULAVAL,TRANSLATED_BY_CFS,TEST,PARALLEL_GROUP,NB_OF_CONVERTED_POLYGONS,COMMENT
BC05,British Columbia,PROV_GOV,BCGOV FOR Forest Analysis and Inventory Branch,VRI,UNKNOWN_VALUE,VRI01,UNKNOWN_VALUE,VRI data dictionnary,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,5/27/2014,HTTP,https://catalogue.data.gov.bc.ca/dataset/vri-historical-vegetation-resource-inventory-2002-2018-,"Tim Salkeld, BCGOV FOR Forest Analysis and Inventory Branch. Email: Tim.Salkeld@gov.bc.ca . Phone number: 250 387-6736   ",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1955,2011,NO,NO,NO,2,0,This inventory used to be the VRI subset of CASFRI/FRIs/BC/SourceDataset/v.00.04/BCGOV/VEG_COMP_LYR_R1_POLY.gdb. It is now translated in BC04.  
BC06,British Columbia,PROV_GOV,BCGOV FOR Forest Analysis and Inventory Branch,I,UNKNOWN_VALUE,BCI01,UNKNOWN_VALUE,UNKNOWN_VALUE,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,5/27/2014,HTTP,https://catalogue.data.gov.bc.ca/dataset/vri-historical-vegetation-resource-inventory-2002-2018-,"Tim Salkeld, BCGOV FOR Forest Analysis and Inventory Branch. Email: Tim.Salkeld@gov.bc.ca . Phone number: 250 387-6736   ",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,UNKNOWN_VALUE,-8886,-8886,NO,NO,NO,2,0,"This inventory used to be the subset of CASFRI/FRIs/BC/SourceDataset/v.00.04/BCGOV/VEG_COMP_LYR_R1_POLY.gdb where INV_STANDARD = ""I"". It is now translated in BC04.  "
BC07,British Columbia,INDUSTRY,CANFOR,VRI,UNKNOWN_VALUE,VRI01,UNKNOWN_VALUE,VRI data dictionnary,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,4/15/2014,FTP,UNKNOWN_VALUE,"Carol Norris or Don Rosen, Forestry Operations Supervisor, Canadian Forest Products Ltd. - Chetwynd. Email: don.rosen@canfor.com, Phone: 250-788-4304 ",DIRECT_CONTACT,REQUIRES_AGREEMENT,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,GLOBAL_INVENTORY,1993,1998,NO,NO,NO,2,0,"PHOTO_YEAR was provided by  Carol Norris: ""I had a quick look through the airphotos we have here and found many dated Aug 1993/Aug 1994, and another batch labelled TFL 48 Phase II Sampling 1998"""
BC08,British Columbia,PROV_GOV,BCGOV FOR Forest Analysis and Inventory Branch,"FIP, VRI, I, LVI",UNKNOWN_VALUE,VRI01,UNKNOWN_VALUE,VRI data dictionnary,ESRI_GEODATABASE,2016,19/02/2020,,07/09/2020,HTTP,"https://www2.gov.bc.ca/gov/content/industry/forestry/managing-our-forest-resources/forest-inventory/data-management-and-access
https://catalogue.data.gov.bc.ca/dataset/02dba161-fdb7-48ae-a4bb-bd6ef017c36d
https://catalogue.data.gov.bc.ca/dataset/vri-historical-vegetation-resource-inventory-2002-2018-/resource/0f06a158-6bbc-4aae-a81f-4933dbe13dd6
https://pub.data.gov.bc.ca/datasets/02dba161-fdb7-48ae-a4bb-bd6ef017c36d/2016/","Edward Fong, BCGOV FOR Forest Analysis and Inventory Branch. Email: Edward.Fong@gov.bc.ca . Phone number: 778 974-2641",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,https://www2.gov.bc.ca/gov/content/data/open-data/open-government-licence-bc,VALUE_PER_STAND,1905,2015,YES,YES,NO,2,4677411,Now includes CANFOR data. Originally BC08 used R1 data. BC later made the full dataset available. We replaced the R1 data with the full dataset and updated this row to reflect the download of the full dataset.
BC09,British Columbia,PROV_GOV,BCGOV FOR Forest Analysis and Inventory Branch,"FIP, VRI, I, LVI",UNKNOWN_VALUE,VRI01,UNKNOWN_VALUE,VRI data dictionnary,ESRI_GEODATABASE,2018,06/06/2019,,8/19/2019,HTTP,"https://www2.gov.bc.ca/gov/content/industry/forestry/managing-our-forest-resources/forest-inventory/data-management-and-access
https://catalogue.data.gov.bc.ca/dataset/02dba161-fdb7-48ae-a4bb-bd6ef017c36d
https://catalogue.data.gov.bc.ca/dataset/vri-historical-vegetation-resource-inventory-2002-2018-/resource/a1928936-3dd4-4189-8c62-ca558574dbba
https://pub.data.gov.bc.ca/datasets/02dba161-fdb7-48ae-a4bb-bd6ef017c36d/2018/","Tim Salkeld, BCGOV FOR Forest Analysis and Inventory Branch. Email: Tim.Salkeld@gov.bc.ca . Phone number: 250 387-6736   ",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1905,2018,NO,NO,NO,2,0,Now includes CANFOR data. Same as BC10 but contains only R1 from BC10.
BC10,British Columbia,PROV_GOV,BCGOV FOR Forest Analysis and Inventory Branch,"FIP, VRI, I, LVI",UNKNOWN_VALUE,VRI01,UNKNOWN_VALUE,VRI data dictionnary,ESRI_GEODATABASE,2018,UNKNOWN_VALUE,,5/27/2020,HTTP,"https://www2.gov.bc.ca/gov/content/industry/forestry/managing-our-forest-resources/forest-inventory/data-management-and-access
https://catalogue.data.gov.bc.ca/dataset/02dba161-fdb7-48ae-a4bb-bd6ef017c36d
https://catalogue.data.gov.bc.ca/dataset/vri-historical-vegetation-resource-inventory-2002-2018-/resource/a1928936-3dd4-4189-8c62-ca558574dbba
https://pub.data.gov.bc.ca/datasets/02dba161-fdb7-48ae-a4bb-bd6ef017c36d/2018/","Edward Fong, BCGOV FOR Forest Analysis and Inventory Branch. Email: Edward.Fong@gov.bc.ca . Phone number: 778 974-2638   ",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,https://www2.gov.bc.ca/gov/content/data/open-data/open-government-licence-bc,VALUE_PER_STAND,1905,2018,YES,YES,NO,2,5151772,"Now includes CANFOR data. Same sa BC09 but contains L1, L2 and D layers instead."
BC11,British Columbia,PROV_GOV,BCGOV FOR Forest Analysis and Inventory Branch,"FIP, VRI, I, LVI",UNKNOWN_VALUE,VRI01,UNKNOWN_VALUE,VRI data dictionnary,ESRI_GEODATABASE,2019,19/02/2020,,07/09/2020,HTTP,"https://www2.gov.bc.ca/gov/content/industry/forestry/managing-our-forest-resources/forest-inventory/data-management-and-access
https://catalogue.data.gov.bc.ca/dataset/e5bf92e9-3323-4eb6-b051-7fe89b5174a9
https://catalogue.data.gov.bc.ca/dataset/0078a6f3-f7c7-4bc7-a513-e39b01d8f35c","Edward Fong, BCGOV FOR Forest Analysis and Inventory Branch. Email: Edward.Fong@gov.bc.ca . Phone number: 778 974-2639",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,https://www2.gov.bc.ca/gov/content/data/open-data/open-government-licence-bc,VALUE_PER_STAND,1905,2019,YES,YES,NO,2,5419596,Now includes CANFOR data
BC12,British Columbia,PROV_GOV,BCGOV FOR Forest Analysis and Inventory Branch,"FIP, VRI, I, LVI",UNKNOWN_VALUE,VRI01,UNKNOWN_VALUE,VRI data dictionnary,ESRI_GEODATABASE,2017,19/02/2020,,07/09/2020,HTTP,"https://www2.gov.bc.ca/gov/content/industry/forestry/managing-our-forest-resources/forest-inventory/data-management-and-access
https://catalogue.data.gov.bc.ca/dataset/02dba161-fdb7-48ae-a4bb-bd6ef017c36d
https://catalogue.data.gov.bc.ca/dataset/vri-historical-vegetation-resource-inventory-2002-2018-/resource/b4a24972-e043-4f7b-92d0-8bef44c32893
https://pub.data.gov.bc.ca/datasets/02dba161-fdb7-48ae-a4bb-bd6ef017c36d/2017/","Edward Fong, BCGOV FOR Forest Analysis and Inventory Branch. Email: Edward.Fong@gov.bc.ca . Phone number: 778 974-2640",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,https://www2.gov.bc.ca/gov/content/data/open-data/open-government-licence-bc,VALUE_PER_STAND,1905,2017,YES,YES,NO,2,4861240,Now includes CANFOR data
BC13,British Columbia,PROV_GOV,BCGOV FOR Forest Analysis and Inventory Branch,"FIP, VRI, I, LVI",UNKNOWN_VALUE,VRI01,UNKNOWN_VALUE,VRI data dictionnary,ESRI_GEODATABASE,2002,27/02/2020,Melina Houle,12/01/2024,HTTP,https://open.canada.ca/data/en/dataset/02dba161-fdb7-48ae-a4bb-bd6ef017c36d,"Adrain Walton, Adrian.Walton@gov.bc.ca",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,https://www2.gov.bc.ca/gov/content/data/open-data/open-government-licence-bc,VALUE_PER_STAND,1899,2003,YES,YES,NO,3,3343257,
BC14,British Columbia,PROV_GOV,BCGOV FOR Forest Analysis and Inventory Branch,"FIP, VRI, I, LVI",UNKNOWN_VALUE,VRI01,UNKNOWN_VALUE,VRI data dictionnary,ESRI_GEODATABASE,2021,08/02/2022,,,HTTP,"https://www2.gov.bc.ca/gov/content/industry/forestry/managing-our-forest-resources/forest-inventory/data-management-and-access
https://catalogue.data.gov.bc.ca/dataset/02dba161-fdb7-48ae-a4bb-bd6ef017c36d
https://catalogue.data.gov.bc.ca/dataset/vri-historical-vegetation-resource-inventory-2002-2018-/resource/b4a24972-e043-4f7b-92d0-8bef44c32893
https://pub.data.gov.bc.ca/datasets/02dba161-fdb7-48ae-a4bb-bd6ef017c36d/current/","Marc Rousseau, BCGOV FOR Forest Analysis and Inventory Branch,  Marc.Rousseau@gov.bc.ca",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,https://www2.gov.bc.ca/gov/content/data/open-data/open-government-licence-bc,VALUE_PER_STAND,1905,2021,YES,YES,NO,3,5376926,
BC15,British Columbia,PROV_GOV,BCGOV FOR Forest Analysis and Inventory Branch,"FIP, VRI, I, LVI",UNKNOWN_VALUE,VRI01,UNKNOWN_VALUE,VRI data dictionnary,ESRI_GEODATABASE,2022,08/02/2023,,,HTTP,"https://www2.gov.bc.ca/gov/content/industry/forestry/managing-our-forest-resources/forest-inventory/data-management-and-access
https://catalogue.data.gov.bc.ca/dataset/02dba161-fdb7-48ae-a4bb-bd6ef017c36d
https://catalogue.data.gov.bc.ca/dataset/vri-historical-vegetation-resource-inventory-2002-2021-
https://pub.data.gov.bc.ca/datasets/02dba161-fdb7-48ae-a4bb-bd6ef017c36d/current/","Marc Rousseau, BCGOV FOR Forest Analysis and Inventory Branch,  Marc.Rousseau@gov.bc.ca",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,https://www2.gov.bc.ca/gov/content/data/open-data/open-government-licence-bc,VALUE_PER_STAND,1905,2022,YES,YES,NO,3,5398030,
BC16,British Columbia,PROV_GOV,BCGOV FOR Forest Analysis and Inventory Branch,"FIP, VRI, I, LVI",UNKNOWN_VALUE,VRI01,UNKNOWN_VALUE,VRI data dictionnary,ESRI_GEODATABASE,2023,06/03/2024,,,HTTP,"https://www2.gov.bc.ca/gov/content/industry/forestry/managing-our-forest-resources/forest-inventory/data-management-and-access
https://catalogue.data.gov.bc.ca/dataset/02dba161-fdb7-48ae-a4bb-bd6ef017c36d
https://catalogue.data.gov.bc.ca/dataset/vri-historical-vegetation-resource-inventory-2002-2021-
https://pub.data.gov.bc.ca/datasets/02dba161-fdb7-48ae-a4bb-bd6ef017c36d/current/","Marc Rousseau, BCGOV FOR Forest Analysis and Inventory Branch,  Marc.Rousseau@gov.bc.ca",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,https://www2.gov.bc.ca/gov/content/data/open-data/open-government-licence-bc,VALUE_PER_STAND,1905,2023,YES,YES,NO,3,5901370,
BC17,British Columbia,PROV_GOV,BCGOV FOR Forest Analysis and Inventory Branch,"FIP, VRI, I, LVI",UNKNOWN_VALUE,VRI01,UNKNOWN_VALUE,VRI data dictionnary,ESRI_GEODATABASE,2020,19/02/2020,,,HTTP,"https://www2.gov.bc.ca/gov/content/industry/forestry/managing-our-forest-resources/forest-inventory/data-management-and-access
https://catalogue.data.gov.bc.ca/dataset/02dba161-fdb7-48ae-a4bb-bd6ef017c36d
https://pub.data.gov.bc.ca/datasets/02dba161-fdb7-48ae-a4bb-bd6ef017c36d/2020/","Marc Rousseau,  BCGOV FOR Forest Analysis and Inventory Branch, Marc.Rousseau@gov.bc.ca",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,https://www2.gov.bc.ca/gov/content/data/open-data/open-government-licence-bc,VALUE_PER_STAND,1905,2020,YES,YES,NO,3,4972179,
BC18,British Columbia,PROV_GOV,BCGOV FOR Forest Analysis and Inventory Branch,"FIP, VRI, I, LVI",UNKNOWN_VALUE,VRI01,UNKNOWN_VALUE,VRI data dictionnary,ESRI_GEODATABASE,2024,20/05/2025,,,HTTP,"https://www2.gov.bc.ca/gov/content/industry/forestry/managing-our-forest-resources/forest-inventory/data-management-and-access
https://catalogue.data.gov.bc.ca/dataset/vri-2024-forest-vegetation-composite-layer-1-l1-
https://pub.data.gov.bc.ca/datasets/02dba161-fdb7-48ae-a4bb-bd6ef017c36d/current/","Marc Rousseau, BCGOV FOR Forest Analysis and Inventory Branch,  Marc.Rousseau@gov.bc.ca",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,https://www2.gov.bc.ca/gov/content/data/open-data/open-government-licence-bc,VALUE_PER_STAND,1905,2024,YES,YES,NO,3,6250929,
MB01,Manitoba,INDUSTRY,Tembec,PRE97,UNKNOWN_VALUE,FRI02,UNKNOWN_VALUE,Tembec manual 1.3 1996_97,SHAPEFILE,UNKNOWN_VALUE,UNKNOWN_VALUE,Steven G. Cumming,4/22/2008,FTP,UNKNOWN_VALUE,"James Boyd or Vince Keenan, Divisional Forested, Tembec Industries Inc. Pine Falls Operations. Box 10, Pine Falls, Mb, R0E 1M0. Phone: 204 367-5224. Email: vince.keenantembec.com. Web Page: www.tembec-frm-manitoba.ca",DIRECT_CONTACT,OPEN_FOR_BEACON_AND_BAM_PROJECTS,RESTRICTED_BAM_BEACON,EMAIL_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1997,1997,YES,NO,NO,4,134790,The inventory was given by the province following the agreement with the forest compagny.
MB02,Manitoba,INDUSTRY,LouisianaPacific,FLI,UNKNOWN_VALUE,FLI01,UNKNOWN_VALUE,FLI Users Guide,ESRI_E00,UNKNOWN_VALUE,UNKNOWN_VALUE,Steven G. Cumming,08/10/2008,DVD,NOT_APPLICABLE,Donna Kopecky. District Biologist. Louisiana Pacific Corporation. Swan Valley Forest Resources Division. Phone: 1-888-433-4672. Email:Donna.Kopecky@lpcorp.com. Web Page: www.swanvalleyforest.ca or www.lpcorp.co,DIRECT_CONTACT,REQUIRES_AGREEMENT,RESTRICTED_BAM,LICENSE_AGREEMENT,NOT_APPLICABLE,GLOBAL_INVENTORY,1998,1998,YES,NO,NO,4,60370,
MB03,Manitoba,PROV_GOV,"Manitoba Government, Conservation and Water Stewardship,Forestry Branch",FRI,UNKNOWN_VALUE,FRI01,UNKNOWN_VALUE,FRI manuals,SHAPEFILE,UNKNOWN_VALUE,UNKNOWN_VALUE,Steven G. Cumming,2008,DVD,NOT_APPLICABLE,"James Boyd, Inventory Forester. Manitoba Conservation. 200 Saulteaux Crescent. Winnipeg, Mb. Phone :204 945-7951. Email: james.boyd2@gov.mb.ca",DIRECT_CONTACT,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,SPATIAL_JOIN,1969,2001,NO,YES,NO,4,0,Not used in CASFRI v4. Source format (tiled mapsheet shapefile) was replaced by MB05 and MB06 (gdb) acquired on  2013-03-03. Same data. 
MB04,Manitoba,INDUSTRY,PorcupineBranch (LP),FLI,UNKNOWN_VALUE,FLI01,UNKNOWN_VALUE,FLI Users Guide,ESRI_E00,UNKNOWN_VALUE,UNKNOWN_VALUE,Steven G. Cumming,08/10/2008,DVD,NOT_APPLICABLE,Donna Kopecky. District Biologist. Louisiana Pacific Corporation. Swan Valley Forest Resources Division. Phone: 1-888-433-4672. Email:Donna.Kopecky@lpcorp.com. Web Page: www.swanvalleyforest.ca or www.lpcorp.co,DIRECT_CONTACT,REQUIRES_AGREEMENT,RESTRICTED_BAM,LICENSE_AGREEMENT,NOT_APPLICABLE,GLOBAL_INVENTORY,2000,2000,YES,NO,NO,4,27221,
MB05,Manitoba,PROV_GOV,"Manitoba Government, Conservation and Water Stewardship,Forestry Branch",FRI,UNKNOWN_VALUE,FRI01,UNKNOWN_VALUE,FRI manuals,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,summer 2012,DVD,NOT_APPLICABLE,"James Boyd, Inventory Forester. Manitoba Conservation. 200 Saulteaux Crescent. Winnipeg, Mb. Phone :204 945-7951. Email: james.boyd2@gov.mb.ca",DIRECT_CONTACT,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1970,1997,YES,NO,NO,4,1644808,
MB06,Manitoba,PROV_GOV,"Manitoba Government, Conservation and Water Stewardship,Forestry Branch",FLI,UNKNOWN_VALUE,FLI01,UNKNOWN_VALUE,FLI Users Guide,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,summer 2012,DVD,NOT_APPLICABLE,"James Boyd, Inventory Forester. Manitoba Conservation. 200 Saulteaux Crescent. Winnipeg, Mb. Phone :204 945-7951. Email: james.boyd2@gov.mb.ca",DIRECT_CONTACT,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1998,2001,YES,YES,NO,4,163064,
MB07,Manitoba,INDUSTRY,High Rock,FLI,UNKNOWN_VALUE,FLI01,UNKNOWN_VALUE,FLI Users Guide,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,8/13/2013,UNKNOWN_VALUE,UNKNOWN_VALUE,"Tony Viveiros, GISP. GIS Database Manager, Conservation and Water Stewardship. Forestry Branch/GeoManitoba. Box 70 - 200 Saulteaux crescent, Winnipeg, MB, R3J 3W3. Phone: 204-806-5848, Email: antonio.viveiros@gov.mb.ca",DIRECT_CONTACT,NOT_SPECIFIED,NOT_SPECIFIED,UNKNOWN_VALUE,NOT_APPLICABLE,VALUE_PER_STAND,2007,2009,YES,YES,NO,4,219682,
MB08,Manitoba,INDUSTRY,Nelson River,FLI,UNKNOWN_VALUE,FLI01,UNKNOWN_VALUE,FLI Users Guide,ESRI_GEODATABASE,2011-2013,UNKNOWN_VALUE,Melina Houle,27/01/2025,HTTP,https://mli.gov.mb.ca/forestry/index.html,"Tony Viveiros, GISP. GIS Database Manager, Conservation and Water Stewardship. Forestry Branch/GeoManitoba. Box 70 - 200 Saulteaux crescent, Winnipeg, MB, R3J 3W3. Phone: 204-806-5848, Email: antonio.viveiros@gov.mb.ca",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,NOT_SPECIFIED,LICENSE_AGREEMENT,https://mli.gov.mb.ca/forestry/meta_files/Metadata_LCV_MB_FLI_NELSONRIVER_20112013_PY_FINAL.html,VALUE_PER_STAND,2011,2013,YES,NO,NO,4,101508,
MB10,,,,FLI,,FLI01,,,,,,,,,,,,,,,,,,,NO,YES,NO,4,0,
MB11,,,,FLI,,FLI01,,,,,,,,,,,,,,,,,,,NO,YES,NO,4,0,
MB12,,,,FLI,,FLI01,,,,,,,,,,,,,,,,,,,NO,YES,NO,4,0,
MB13,,,,FLI,,FLI01,,,,,,,,,,,,,,,,,,,NO,YES,NO,4,0,
NB01,New Brunswick,PROV_GOV,New Brunswick Natural Resources,NBI,With Revisions,NBI01,With revisions,NB Natural Resource data dictionary,SHAPEFILE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,3/21/2012,FTP,UNKNOWN_VALUE,"Gisele Gaudet, Natural resources. Phone: 506 453-2183. email: gisele.gaudet@gnb.ca",ADMINISTRATVE_PROCESS,REQUIRES_AGREEMENT,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1981,2010,YES,NO,NO,5,927177,"NB inventory comes from 3 sources: DNR (Gagetown), federal parks and provincial inventory. "
NB02,New Brunswick,PROV_GOV,New Brunswick Natural Resources,NBI,UNKNOWN_VALUE,NBI01,With revisions,NB Inventory Data Dictionary,ESRI_GEODATABASE,UNKNOWN_VALUE,4/23/2019,,8/19/2019,HTTP,http://www.snb.ca/geonb1/e/DC/catalogue-E.asp,"Gisele Gaudet, Natural resources. Phone: 506 453-2183. email: gisele.gaudet@gnb.ca",ADMINISTRATVE_PROCESS,REQUIRES_AGREEMENT,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1981,2017,YES,YES,NO,5,1123893,Data dictionary was acquired through email (Rob White) om November 2020
NB03,New Brunswick,PROV_GOV,New Brunswick Natural Resources,NBI,UNKNOWN_VALUE,NBI01,With revisions,NB Inventory Data Dictionary,ESRI_GEODATABASE,UNKNOWN_VALUE,4/23/2019,Graham Stinson,06/05/2020,USB,,Dale Wilson. Email: Dale.A.Wilson@gnb.ca,DIRECT_CONTACT,OPEN_WITH_ACKNOWLEDGMENT,OPEN,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1981,2019,YES,YES,NO,5,1511418,Data dictionary was acquired through email (Dale Wilson) in June 2020
NB04,New Brunswick,PROV_GOV,New Brunswick Natural Resources,NBI,UNKNOWN_VALUE,NBI01,With revisions,NB Inventory Data Dictionary,ESRI_GEODATABASE,UNKNOWN_VALUE,4/23/2019,Graham Stinson,06/05/2020,USB,,Dale Wilson. Email: Dale.A.Wilson@gnb.ca,DIRECT_CONTACT,REQUIRES_AGREEMENT,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1981,2019,YES,YES,NO,5,0,Data dictionary was acquired through email (Dale Wilson) in June 2020
NB05,New Brunswick,PROV_GOV,New Brunswick Natural Resources,NBI,UNKNOWN_VALUE,NBI01,With revisions,NB Inventory Data Dictionary,ESRI_GEODATABASE,UNKNOWN_VALUE,4/23/2019,Graham Stinson,10/09/2024,USB,,Kyle Schmidt. Email: Kyle.Schmidt@gnb.ca,DIRECT_CONTACT,REQUIRES_AGREEMENT,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1981,2019,YES,YES,NO,5,0,Data dictionary was acquired through email (Dale Wilson) in June 2020
NB06,New Brunswick,PROV_GOV,New Brunswick Natural Resources,NBI,UNKNOWN_VALUE,NBI01,With revisions,NB Inventory Data Dictionary,ESRI_GEODATABASE,UNKNOWN_VALUE,2024,Morgan Thompson,10/09/2024,FTP,,Kyle Schmidt. Email: Kyle.Schmidt@gnb.ca,DIRECT_CONTACT,OPEN_WITH_ACKNOWLEDGMENT,OPEN,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1981,2019,YES,YES,NO,5,1672622,Data dictionary was acquired through email (Dale Wilson) in June 2020
NB07,New Brunswick,PROV_GOV,New Brunswick Natural Resources,NBI,UNKNOWN_VALUE,NBI01,With revisions,NB Inventory Data Dictionary,ESRI_GEODATABASE,UNKNOWN_VALUE,2024,Morgan Thompson,10/09/2024,FTP,,Kyle Schmidt. Email: Kyle.Schmidt@gnb.ca,DIRECT_CONTACT,REQUIRES_AGREEMENT,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1981,2019,YES,YES,NO,5,0,Data dictionary was acquired through email (Dale Wilson) in June 2020
NB08,New Brunswick,PROV_GOV,New Brunswick Natural Resources,NBI,UNKNOWN_VALUE,NBI01,With revisions,NB Inventory Data Dictionary,ESRI_GEODATABASE,UNKNOWN_VALUE,2024,Morgan Thompson,10/09/2024,FTP,,Kyle Schmidt. Email: Kyle.Schmidt@gnb.ca,DIRECT_CONTACT,REQUIRES_AGREEMENT,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1981,2019,YES,YES,NO,5,0,Data dictionary was acquired through email (Dale Wilson) in June 2020
NL01,Newfoundland and Labrador,PROV_GOV ,Newfoundland/Labrador Department of Natural Resources,Forest Inventory,With Revisions,NLI01,With revisions,NL Data Dictionary,ESRI_COVERAGE,UNKNOWN_VALUE,UNKNOWN_VALUE,Steven G. Cumming,08/12/2009,DVD,NOT_APPLICABLE,"Scott Payne, Department of Natural Resources, P.O. Box 2006, Fortis Building, 4 Herald Avenue, Corner Brook, NL. A2H 6J8. Phone: (709) 637-2353. Fax: (709) 634-4378. E-mail: sepayne@gov.nl.ca",DIRECT_CONTACT,OPEN_FOR_BEACON_AND_BAM_PROJECTS,RESTRICTED,EMAIL_AGREEMENT,NOT_APPLICABLE,SPATIAL_JOIN,1978,2006,YES,NO,NO,5,1863664,
NL02,Newfoundland and Labrador,PROV_GOV ,Newfoundland/Labrador Department of Natural Resources,Forest Inventory,,NLI02,,,,UNKNOWN_VALUE,08/12/2023,Diego Wu,17/02/2025,HTTP,https://geohub-gnl.hub.arcgis.com/maps/ea86e8a2a296425bb4eff8fb8ee40f97/about,UNKNOWN_VALUE,OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,,,,YES,YES,NO,5,2612451,
NS01,Nova Scotia,PROV_GOV,Nova Scotia Department of Natural Resources,Forest Inventory,UNKNOWN_VALUE,NSI01,UNKNOWN_VALUE,Forest inventory manual,SHAPEFILE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,1/27/2012,HTTP,https://novascotia.ca/natr/forestry/gis/DL_forestry-cycle1.asp,"Data Distributor, P.O. Box 68 Truro, N.S. B2N 5B8. Telephone: 902-893-5655. Fax: 902-893-6102. E-Mail: turnerca@gov.ns.ca",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,http://novascotia.ca/natr/forestry/gis/licence.asp?url=downloads.asp,VALUE_PER_STAND,1988,2006,YES,NO,NO,5,1127926,Not used in CASFRI v4.
